lat,lon,population_density,development_suitability_score,distance_to_center_km,urban_category,grid_i,grid_j,timestamp
35.427222,45.303874484848485,107.98040820741026,4.319216328296406,18.99726107709685,Rural,0.0,37.0,2025-10-05T14:47:52.368477
35.427222,45.307875606060605,612.1499299161552,24.48599719664621,18.77356344765335,Low Density,0.0,38.0,2025-10-05T14:47:52.368477
35.427222,45.311876727272725,337.5644648270887,13.502578593083541,18.55424108013132,Rural,0.0,39.0,2025-10-05T14:47:52.368477
35.427222,45.315877848484845,607.6934008214695,24.30773603285877,18.339450947466716,Low Density,0.0,40.0,2025-10-05T14:47:52.368477
35.427222,45.31987896969697,317.06469407383787,12.682587762953517,18.12935413964866,Rural,0.0,41.0,2025-10-05T14:47:52.368477
35.427222,45.32388009090909,797.5586663831623,31.902346655326497,17.924115695649547,Low Density,0.0,42.0,2025-10-05T14:47:52.368477
35.427222,45.32788121212121,127.71839037977121,5.108735615190852,17.72390439258213,Rural,0.0,43.0,2025-10-05T14:47:52.368477
35.427222,45.33188233333333,248.76692759621983,9.95067710384879,17.528892488449316,Rural,0.0,44.0,2025-10-05T14:47:52.368477
35.427222,45.33588345454545,261.3830877215978,10.455323508863913,17.339255414953673,Rural,0.0,45.0,2025-10-05T14:47:52.369477
35.427222,45.33988457575757,400.33730585913764,16.013492234365515,17.155171417051445,Rural,0.0,46.0,2025-10-05T14:47:52.369477
35.427222,45.3438856969697,343.9193383402733,13.75677353361094,16.9768211362522,Rural,0.0,47.0,2025-10-05T14:47:52.369477
35.427222,45.34788681818182,504.7346025259485,20.189384101037945,16.80438713511062,Low Density,0.0,48.0,2025-10-05T14:47:52.369477
35.427222,45.35188793939394,145.9115495309617,5.8364619812384575,16.63805336092836,Rural,0.0,49.0,2025-10-05T14:47:52.369477
35.427222,45.35588906060606,195.74960522761148,7.8299842091044525,16.478004547418028,Rural,0.0,50.0,2025-10-05T14:47:52.369477
35.427222,45.35989018181818,377.7882381909399,15.111529527637586,16.32442555394442,Rural,0.0,51.0,2025-10-05T14:47:52.369477
35.427222,45.3638913030303,709.2387850595899,28.369551402383593,16.177500642992264,Low Density,0.0,52.0,2025-10-05T14:47:52.369477
35.427222,45.36789242424243,427.50056807811444,17.10002272312458,16.03741269768276,Rural,0.0,53.0,2025-10-05T14:47:52.370478
35.427222,45.37189354545455,90.91052116788882,3.6364208467155663,15.904342382476944,Rural,0.0,54.0,2025-10-05T14:47:52.370478
35.427222,45.37589466666667,668.1716771296931,26.72686708518772,15.778467251630085,Low Density,0.0,55.0,2025-10-05T14:47:52.370478
35.427222,45.37989578787879,345.4885905480935,13.819543621923742,15.659960811492619,Rural,0.0,56.0,2025-10-05T14:47:52.370478
35.427222,45.38389690909091,713.5568770184468,28.54227508073788,15.548991544320227,Low Density,0.0,57.0,2025-10-05T14:47:52.370478
35.427222,45.38789803030303,130.35504390649186,5.214201756259683,15.44572190284509,Rural,0.0,58.0,2025-10-05T14:47:52.370478
35.427222,45.391899151515155,565.2063495237138,22.60825398094856,15.350307286396642,Low Density,0.0,59.0,2025-10-05T14:47:52.370478
35.427222,45.395900272727275,787.1326103681463,31.48530441472586,15.262895010793422,Low Density,0.0,60.0,2025-10-05T14:47:52.370478
35.427222,45.399901393939395,702.4784349322359,28.099137397289425,15.183623285485089,Low Density,0.0,61.0,2025-10-05T14:47:52.370478
35.427222,45.403902515151515,78.47204079265545,3.1388816317062265,15.112620212452791,Rural,0.0,62.0,2025-10-05T14:47:52.371476
35.427222,45.407903636363635,314.0086657721465,12.56034663088586,15.050002822091892,Rural,0.0,63.0,2025-10-05T14:47:52.371476
35.427222,45.411904757575755,388.504583708765,15.540183348350595,14.995876161666647,Rural,0.0,64.0,2025-10-05T14:47:52.371476
35.427222,45.41590587878788,614.7703338479666,24.590813353918662,14.950332451879195,Low Density,0.0,65.0,2025-10-05T14:47:52.371476
35.427222,45.419907,192.87206875332103,7.71488275013283,14.913450326608917,Rural,0.0,66.0,2025-10-05T14:47:52.371476
35.427222,45.42390812121212,567.4950530906484,22.699802123625943,14.885294169931885,Low Density,0.0,67.0,2025-10-05T14:47:52.371476
35.427222,45.42790924242424,665.0257539283313,26.601030157133238,14.865913563135683,Low Density,0.0,68.0,2025-10-05T14:47:52.371476
35.427222,45.43191036363636,775.348533627071,31.01394134508284,14.855342852617683,Low Density,0.0,69.0,2025-10-05T14:47:52.372471
35.427222,45.43591148484848,50.79175292099354,2.0316701168397486,14.853600847354093,Rural,0.0,70.0,2025-10-05T14:47:52.372471
35.427222,45.4399126060606,718.4377584427116,28.737510337708457,14.860690652113147,Low Density,0.0,71.0,2025-10-05T14:47:52.372471
35.427222,45.44391372727273,413.42852187610936,16.537140875044372,14.876599639848111,Rural,0.0,72.0,2025-10-05T14:47:52.372471
35.427222,45.44791484848485,101.00010931469035,4.040004372587617,14.9012995638406,Rural,0.0,73.0,2025-10-05T14:47:52.372471
35.427222,45.45191596969697,113.72722579008664,4.549089031603472,14.934746807279868,Rural,0.0,74.0,2025-10-05T14:47:52.372471
35.427222,45.45591709090909,184.33744588066983,7.3734978352268,14.976882765162063,Rural,0.0,75.0,2025-10-05T14:47:52.372471
35.427222,45.45991821212121,753.2295869257227,30.129183477028903,15.02763435078193,Low Density,0.0,76.0,2025-10-05T14:47:52.373581
35.427222,45.46391933333333,487.4255080490442,19.497020321961784,15.086914616754163,Rural,0.0,77.0,2025-10-05T14:47:52.373581
35.427222,45.46792045454546,486.8988567132599,19.475954268530387,15.154623478521849,Rural,0.0,78.0,2025-10-05T14:47:52.373581
35.427222,45.47192157575758,105.73143631988134,4.229257452795238,15.23064852673822,Rural,0.0,79.0,2025-10-05T14:47:52.373581
35.427222,45.4759226969697,69.34785323328431,2.7739141293313736,15.314865913785813,Rural,0.0,80.0,2025-10-05T14:47:52.373581
35.427222,45.47992381818182,525.0010605401657,21.000042421606636,15.407141299026009,Low Density,0.0,81.0,2025-10-05T14:47:52.373581
35.427222,45.48392493939394,673.4669842782998,26.938679371131997,15.507330837159424,Low Density,0.0,82.0,2025-10-05T14:47:52.373581
35.427222,45.48792606060606,407.09508602875155,16.28380344115007,15.615282194281175,Rural,0.0,83.0,2025-10-05T14:47:52.373581
35.427222,45.491927181818184,528.0492666605996,21.121970666423977,15.730835576802445,Low Density,0.0,84.0,2025-10-05T14:47:52.373581
35.427222,45.495928303030304,789.9377962641183,31.59751185056473,15.853824759319892,Low Density,0.0,85.0,2025-10-05T14:47:52.374613
35.427222,45.499929424242424,61.507266712656175,2.4602906685062322,15.984078098693942,Rural,0.0,86.0,2025-10-05T14:47:52.374613
35.427222,45.503930545454544,467.91288277864874,18.716515311145955,16.121419522962135,Rural,0.0,87.0,2025-10-05T14:47:52.374613
35.427222,45.507931666666664,660.159934334681,26.40639737338725,16.26566948522462,Low Density,0.0,88.0,2025-10-05T14:47:52.374613
35.427222,45.511932787878784,588.4585573568858,23.538342294275424,16.41664587420753,Low Density,0.0,89.0,2025-10-05T14:47:52.374613
35.427222,45.51593390909091,498.0536668370729,19.922146673482914,16.57416487479672,Rural,0.0,90.0,2025-10-05T14:47:52.374613
35.427222,45.51993503030303,580.6827311764232,23.227309247056922,16.73804177338067,Low Density,0.0,91.0,2025-10-05T14:47:52.374613
35.427222,45.52393615151515,592.796824251466,23.711872970058636,16.90809170431844,Low Density,0.0,92.0,2025-10-05T14:47:52.374613
35.427222,45.52793727272727,153.0279498915247,6.121117995660981,17.08413033520164,Rural,0.0,93.0,2025-10-05T14:47:52.374613
35.427222,45.53193839393939,300.8054802889729,12.03221921155891,17.26597448982081,Rural,0.0,94.0,2025-10-05T14:47:52.374613
35.427222,45.53593951515151,153.2876789306355,6.131507157225428,17.453442708827716,Rural,0.0,95.0,2025-10-05T14:47:52.375620
35.427222,45.53994063636364,158.5656674072447,6.342626696289784,17.646355749021776,Rural,0.0,96.0,2025-10-05T14:47:52.375620
35.427222,45.54394175757576,236.25350635603107,9.450140254241248,17.844537022968538,Rural,0.0,97.0,2025-10-05T14:47:52.375620
35.427222,45.54794287878788,750.2402801692892,30.009611206771567,18.047812981299497,Low Density,0.0,98.0,2025-10-05T14:47:52.375620
35.427222,45.551944,630.3958570420443,25.215834281681765,18.25601344052536,Low Density,0.0,99.0,2025-10-05T14:47:52.375620
35.43012323232323,45.155833,380.33791824187887,15.213516729675163,29.128985611664906,Rural,1.0,0.0,2025-10-05T14:47:52.375620
35.43012323232323,45.15983412121212,133.51182137044856,5.340472854817946,28.815614406743062,Rural,1.0,1.0,2025-10-05T14:47:52.375620
35.43012323232323,45.16383524242424,654.5402467645584,26.18160987058235,28.503401124985754,Low Density,1.0,2.0,2025-10-05T14:47:52.375620
35.43012323232323,45.16783636363636,124.02498074729516,4.9609992298918115,28.192384236797476,Rural,1.0,3.0,2025-10-05T14:47:52.375620
35.43012323232323,45.17183748484849,265.3180857408187,10.612723429632752,27.882603778291973,Rural,1.0,4.0,2025-10-05T14:47:52.376604
35.43012323232323,45.17583860606061,549.7631472254883,21.990525889019537,27.574101421922087,Low Density,1.0,5.0,2025-10-05T14:47:52.376604
35.43012323232323,45.17983972727273,636.1011905943727,25.444047623774907,27.266920550201398,Low Density,1.0,6.0,2025-10-05T14:47:52.376604
35.43012323232323,45.18384084848485,777.7700414099841,31.11080165639936,26.96110633261492,Low Density,1.0,7.0,2025-10-05T14:47:52.376604
35.43012323232323,45.18784196969697,692.0751441421814,27.68300576568727,26.656705805789844,Low Density,1.0,8.0,2025-10-05T14:47:52.376604
35.43012323232323,45.19184309090909,447.20710379534904,17.888284151813977,26.35376795700029,Rural,1.0,9.0,2025-10-05T14:47:52.376604
35.43012323232323,45.195844212121216,237.0891016389485,9.483564065557943,26.052343811064244,Rural,1.0,10.0,2025-10-05T14:47:52.376604
35.43012323232323,45.199845333333336,681.7539451292662,27.27015780517064,25.75248652068194,Low Density,1.0,11.0,2025-10-05T14:47:52.376604
35.43012323232323,45.203846454545456,602.2496851217811,24.089987404871252,25.454251460236456,Low Density,1.0,12.0,2025-10-05T14:47:52.376604
35.43012323232323,45.207847575757576,779.298446957115,31.171937878284595,25.157696323076546,Low Density,1.0,13.0,2025-10-05T14:47:52.376604
35.43012323232323,45.211848696969696,309.3985352753015,12.375941411012064,24.862881222258824,Rural,1.0,14.0,2025-10-05T14:47:52.376604
35.43012323232323,45.215849818181816,128.82805008040106,5.153122003216055,24.569868794709294,Rural,1.0,15.0,2025-10-05T14:47:52.376604
35.43012323232323,45.21985093939394,700.8590780575364,28.034363122301457,24.27872430872687,Low Density,1.0,16.0,2025-10-05T14:47:52.376604
35.43012323232323,45.22385206060606,86.9093512012825,3.4763740480512837,23.989515774716885,Rural,1.0,17.0,2025-10-05T14:47:52.376604
35.43012323232323,45.22785318181818,256.4757450562594,10.259029802250382,23.70231405898653,Rural,1.0,18.0,2025-10-05T14:47:52.376604
35.43012323232323,45.2318543030303,406.57552332236617,16.263020932894662,23.417193000400502,Rural,1.0,19.0,2025-10-05T14:47:52.376604
35.43012323232323,45.23585542424242,732.3417485565582,29.29366994226234,23.13422952961704,Low Density,1.0,20.0,2025-10-05T14:47:52.376604
35.43012323232323,45.23985654545454,566.1247166437771,22.64498866575107,22.853503790567522,Low Density,1.0,21.0,2025-10-05T14:47:52.376604
35.43012323232323,45.24385766666667,188.35040028252914,7.534016011301176,22.575099263760652,Rural,1.0,22.0,2025-10-05T14:47:52.377601
35.43012323232323,45.24785878787879,489.4899266144331,19.579597064577314,22.299102890908678,Rural,1.0,23.0,2025-10-05T14:47:52.377601
35.43012323232323,45.25185990909091,168.33836824225355,6.733534729690149,22.02560520026359,Rural,1.0,24.0,2025-10-05T14:47:52.377601
35.43012323232323,45.25586103030303,259.3076468348674,10.372305873394694,21.75470043195767,Rural,1.0,25.0,2025-10-05T14:47:52.377601
35.43012323232323,45.25986215151515,366.48384324836553,14.659353729934637,21.486486662501445,Rural,1.0,26.0,2025-10-05T14:47:52.377601
35.43012323232323,45.26386327272727,617.739771585754,24.709590863430165,21.22106592746573,Low Density,1.0,27.0,2025-10-05T14:47:52.377601
35.43012323232323,45.2678643939394,334.32103893504086,13.372841557401628,20.958544341218452,Rural,1.0,28.0,2025-10-05T14:47:52.377601
35.43012323232323,45.27186551515152,181.347853250226,7.253914130009036,20.69903221242521,Rural,1.0,29.0,2025-10-05T14:47:52.377601
35.43012323232323,45.27586663636364,643.8164005603752,25.75265602241501,20.44264415383172,Low Density,1.0,30.0,2025-10-05T14:47:52.377601
35.43012323232323,45.27986775757576,96.43501471890497,3.8574005887561924,20.189499184667348,Rural,1.0,31.0,2025-10-05T14:47:52.377601
35.43012323232323,45.28386887878788,543.7275914020452,21.7491036560818,19.93972082378306,Low Density,1.0,32.0,2025-10-05T14:47:52.377601
35.43012323232323,45.28787,639.713546875929,25.58854187503715,19.69343717142445,Low Density,1.0,33.0,2025-10-05T14:47:52.377601
35.43012323232323,45.29187112121212,701.0303618717528,28.041214474870117,19.450780977303598,Low Density,1.0,34.0,2025-10-05T14:47:52.377601
35.43012323232323,45.295872242424245,724.931731394125,28.997269255765005,19.211889692390695,Low Density,1.0,35.0,2025-10-05T14:47:52.377601
35.43012323232323,45.299873363636365,362.245743988179,14.489829759527169,18.976905501601607,Rural,1.0,36.0,2025-10-05T14:47:52.378597
35.43012323232323,45.303874484848485,774.8618908297063,30.994475633188245,18.745975334299402,Low Density,1.0,37.0,2025-10-05T14:47:52.378597
35.43012323232323,45.307875606060605,464.1556073219701,18.566224292878815,18.51925084929848,Rural,1.0,38.0,2025-10-05T14:47:52.378597
35.43012323232323,45.311876727272725,579.1925273109665,23.167701092438648,18.296888390812565,Low Density,1.0,39.0,2025-10-05T14:47:52.378597
35.43012323232323,45.315877848484845,658.9124746783112,26.356498987132454,18.079048911584035,Low Density,1.0,40.0,2025-10-05T14:47:52.378597
35.43012323232323,45.31987896969697,700.4533264471078,28.018133057884313,17.865897859247003,Low Density,1.0,41.0,2025-10-05T14:47:52.378597
35.43012323232323,45.32388009090909,132.15560973778764,5.286224389511489,17.657605021838933,Rural,1.0,42.0,2025-10-05T14:47:52.378597
35.43012323232323,45.32788121212121,779.9112719694724,31.19645087877889,17.454344328283252,Low Density,1.0,43.0,2025-10-05T14:47:52.378597
35.43012323232323,45.33188233333333,300.86534105616926,12.034613642246768,17.2562935996635,Rural,1.0,44.0,2025-10-05T14:47:52.378597
35.43012323232323,45.33588345454545,146.19632356032437,5.847852942412985,17.063634247167716,Rural,1.0,45.0,2025-10-05T14:47:52.380094
35.43012323232323,45.33988457575757,711.1217426803113,28.44486970721246,16.876550912764344,Low Density,1.0,46.0,2025-10-05T14:47:52.380094
35.43012323232323,45.3438856969697,290.3915489168405,11.615661956673605,16.69523104896283,Rural,1.0,47.0,2025-10-05T14:47:52.380094
35.43012323232323,45.34788681818182,237.24363056743306,9.489745222697337,16.519864434447445,Rural,1.0,48.0,2025-10-05T14:47:52.380094
35.43012323232323,45.35188793939394,342.8619840049209,13.714479360196847,16.350642622952147,Rural,1.0,49.0,2025-10-05T14:47:52.380094
35.43012323232323,45.35588906060606,214.60522107362587,8.584208842945031,16.187758323508895,Rural,1.0,50.0,2025-10-05T14:47:52.380094
35.43012323232323,45.35989018181818,630.4528051847165,25.218112207388657,16.031404711120338,Low Density,1.0,51.0,2025-10-05T14:47:52.380094
35.43012323232323,45.3638913030303,588.0163204009735,23.520652816038947,15.88177466802692,Low Density,1.0,52.0,2025-10-05T14:47:52.381132
35.43012323232323,45.36789242424243,156.64238020898233,6.265695208359276,15.739059957028088,Rural,1.0,53.0,2025-10-05T14:47:52.381132
35.43012323232323,45.37189354545455,248.0367388667072,9.921469554668292,15.603450329782746,Rural,1.0,54.0,2025-10-05T14:47:52.381132
35.43012323232323,45.37589466666667,716.602791141345,28.664111645653804,15.475132574623657,Low Density,1.0,55.0,2025-10-05T14:47:52.381132
35.43012323232323,45.37989578787879,508.4986255530528,20.33994502212211,15.354289510166996,Low Density,1.0,56.0,2025-10-05T14:47:52.381132
35.43012323232323,45.38389690909091,497.9189575441672,19.91675830176669,15.241098932808647,Rural,1.0,57.0,2025-10-05T14:47:52.381132
35.43012323232323,45.38789803030303,745.5178152729218,29.82071261091687,15.135732528053651,Low Density,1.0,58.0,2025-10-05T14:47:52.381132
35.43012323232323,45.391899151515155,237.20137364069473,9.488054945627795,15.038354757440834,Rural,1.0,59.0,2025-10-05T14:47:52.381132
35.43012323232323,45.395900272727275,793.7886733590126,31.751546934360505,14.94912173453973,Low Density,1.0,60.0,2025-10-05T14:47:52.381132
35.43012323232323,45.399901393939395,229.39113494417913,9.17564539776717,14.868180105026623,Rural,1.0,61.0,2025-10-05T14:47:52.382136
35.43012323232323,45.403902515151515,738.7437139388139,29.54974855755256,14.79566594712369,Low Density,1.0,62.0,2025-10-05T14:47:52.382136
35.43012323232323,45.407903636363635,73.69412055126244,2.9477648220505017,14.731703709609516,Rural,1.0,63.0,2025-10-05T14:47:52.382136
35.43012323232323,45.411904757575755,551.6647960170219,22.06659184068087,14.676405205129646,Low Density,1.0,64.0,2025-10-05T14:47:52.382136
35.43012323232323,45.41590587878788,316.7633544947432,12.670534179789712,14.629868676575603,Rural,1.0,65.0,2025-10-05T14:47:52.382136
35.43012323232323,45.419907,196.34383347839469,7.853753339135778,14.592177953823224,Rural,1.0,66.0,2025-10-05T14:47:52.382136
35.43012323232323,45.42390812121212,236.7211183680235,9.468844734720932,14.563401717097351,Rural,1.0,67.0,2025-10-05T14:47:52.382136
35.43012323232323,45.42790924242424,360.3915412641396,14.415661650565582,14.543592881669792,Rural,1.0,68.0,2025-10-05T14:47:52.382136
35.43012323232323,45.43191036363636,752.2789985985921,30.091159943943694,14.532788116517724,Low Density,1.0,69.0,2025-10-05T14:47:52.382136
35.43012323232323,45.43591148484848,72.54830453806866,2.901932181522753,14.531007507038126,Rural,1.0,70.0,2025-10-05T14:47:52.382136
35.43012323232323,45.4399126060606,770.9045023280424,30.836180093121683,14.538254369003178,Low Density,1.0,71.0,2025-10-05T14:47:52.382136
35.43012323232323,45.44391372727273,252.7941781918993,10.111767127675975,14.554515217759004,Rural,1.0,72.0,2025-10-05T14:47:52.383519
35.43012323232323,45.44791484848485,410.2615837358972,16.410463349435886,14.579759893332747,Rural,1.0,73.0,2025-10-05T14:47:52.383519
35.43012323232323,45.45191596969697,335.39552567939154,13.415821027175653,14.613941838751053,Rural,1.0,74.0,2025-10-05T14:47:52.383519
35.43012323232323,45.45591709090909,790.4933584320078,31.61973433728032,14.65699852561332,Low Density,1.0,75.0,2025-10-05T14:47:52.383519
35.43012323232323,45.45991821212121,267.8685209813045,10.714740839252187,14.708852017933266,Rural,1.0,76.0,2025-10-05T14:47:52.383519
35.43012323232323,45.46391933333333,293.71087264613936,11.74843490584557,14.769409662568796,Rural,1.0,77.0,2025-10-05T14:47:52.383519
35.43012323232323,45.46792045454546,196.37115934405742,7.8548463737622995,14.83856489229544,Rural,1.0,78.0,2025-10-05T14:47:52.383519
35.43012323232323,45.47192157575758,528.5338594468183,21.14135437787273,14.916198125807151,Low Density,1.0,79.0,2025-10-05T14:47:52.383519
35.43012323232323,45.4759226969697,111.5770271619685,4.463081086478738,15.002177747693702,Rural,1.0,80.0,2025-10-05T14:47:52.384560
35.43012323232323,45.47992381818182,797.3250167337509,31.89300066935003,15.096361150748331,Low Density,1.0,81.0,2025-10-05T14:47:52.384560
35.43012323232323,45.48392493939394,123.09182096149672,4.923672838459865,15.198595822803968,Rural,1.0,82.0,2025-10-05T14:47:52.384560
35.43012323232323,45.48792606060606,694.9615954770203,27.79846381908081,15.308720460629495,Low Density,1.0,83.0,2025-10-05T14:47:52.384560
35.43012323232323,45.491927181818184,302.73307146528316,12.109322858611321,15.426566094193886,Rural,1.0,84.0,2025-10-05T14:47:52.384560
35.43012323232323,45.495928303030304,782.7953872192747,31.31181548877099,15.551957205750508,Low Density,1.0,85.0,2025-10-05T14:47:52.384560
35.43012323232323,45.499929424242424,761.6055907924901,30.46422363169961,15.684712829637782,Low Density,1.0,86.0,2025-10-05T14:47:52.384560
35.43012323232323,45.503930545454544,173.2932403845834,6.931729615383347,15.824647620337124,Rural,1.0,87.0,2025-10-05T14:47:52.384560
35.43012323232323,45.507931666666664,561.2766939196124,22.451067756784497,15.971572878121862,Low Density,1.0,88.0,2025-10-05T14:47:52.384560
35.43012323232323,45.511932787878784,490.4974113955838,19.619896455823365,16.125297523471396,Rural,1.0,89.0,2025-10-05T14:47:52.386034
35.43012323232323,45.51593390909091,668.0639553847953,26.722558215391828,16.28562901326452,Low Density,1.0,90.0,2025-10-05T14:47:52.387171
35.43012323232323,45.51993503030303,169.40706803634995,6.776282721453981,16.45237419353897,Rural,1.0,91.0,2025-10-05T14:47:52.387171
35.43012323232323,45.52393615151515,681.6294788947897,27.2651791557916,16.625340085277614,Low Density,1.0,92.0,2025-10-05T14:47:52.387171
35.43012323232323,45.52793727272727,355.0063226788468,14.200252907153882,16.80433460119773,Rural,1.0,93.0,2025-10-05T14:47:52.388201
35.43012323232323,45.53193839393939,619.1629481292811,24.766517925171243,16.989167192891095,Low Density,1.0,94.0,2025-10-05T14:47:52.388201
35.43012323232323,45.53593951515151,301.91175757132544,12.07647030285301,17.179649428840413,Rural,1.0,95.0,2025-10-05T14:47:52.388201
35.43012323232323,45.53994063636364,705.4750715354489,28.21900286141795,17.375595504841602,Low Density,1.0,96.0,2025-10-05T14:47:52.388201
35.43012323232323,45.54394175757576,375.56606189972894,15.022642475989159,17.576822689180652,Rural,1.0,97.0,2025-10-05T14:47:52.388201
35.43012323232323,45.54794287878788,231.55189604018486,9.262075841607398,17.78315170557168,Rural,1.0,98.0,2025-10-05T14:47:52.389424
35.43012323232323,45.551944,598.6711828903136,23.946847315612544,17.994407057342023,Low Density,1.0,99.0,2025-10-05T14:47:52.389424
35.433024464646465,45.155833,291.6126590305537,11.664506361222166,28.96901245451766,Rural,2.0,0.0,2025-10-05T14:47:52.389424
35.433024464646465,45.15983412121212,254.8296681914931,10.193186727659722,28.65390319541782,Rural,2.0,1.0,2025-10-05T14:47:52.389949
35.433024464646465,45.16383524242424,683.011854296406,27.320474171856233,28.339919826829927,Low Density,2.0,2.0,2025-10-05T14:47:52.389949
35.433024464646465,45.16783636363636,345.28545301616526,13.811418120646607,28.027100188848312,Rural,2.0,3.0,2025-10-05T14:47:52.389949
35.433024464646465,45.17183748484849,58.9536749565694,2.3581469982627823,27.715483686472368,Rural,2.0,4.0,2025-10-05T14:47:52.389949
35.433024464646465,45.17583860606061,593.5277055068261,23.74110822027305,27.405111361895525,Low Density,2.0,5.0,2025-10-05T14:47:52.389949
35.433024464646465,45.17983972727273,69.06588526183575,2.762635410473436,27.096025970097116,Rural,2.0,6.0,2025-10-05T14:47:52.389949
