lat,lon,road_accessibility,healthcare_accessibility,education_accessibility,infrastructure_score,nearest_road_km,nearest_hospital_km,nearest_school_km,grid_i,grid_j,timestamp
35.427222,45.2318543030303,0.0,0.0,0.0,0.0,22.21863223437695,24.320561230523385,22.21863223437695,0.0,19.0,2025-10-05T14:47:49.262166
35.427222,45.23585542424242,0.0,0.0,0.0,0.0,21.935111130579255,24.04141797750251,21.935111130579255,0.0,20.0,2025-10-05T14:47:49.263166
35.427222,45.23985654545454,0.0,0.0,0.0,0.0,21.653938120840404,23.76451688794859,21.653938120840404,0.0,21.0,2025-10-05T14:47:49.263166
35.427222,45.24385766666667,0.0,0.0,0.0,0.0,21.37520586749021,23.489937254816542,21.37520586749021,0.0,22.0,2025-10-05T14:47:49.263166
35.427222,45.24785878787879,0.0,0.0,0.0,0.0,21.09901110336275,23.217761441259437,21.09901110336275,0.0,23.0,2025-10-05T14:47:49.264168
35.427222,45.25185990909091,0.0,0.0,0.0,0.0,20.825454788483135,22.94807497945131,20.825454788483135,0.0,24.0,2025-10-05T14:47:49.264168
35.427222,45.25586103030303,0.0,0.0,0.0,0.0,20.55464226685616,22.680966668410452,20.55464226685616,0.0,25.0,2025-10-05T14:47:49.264168
35.427222,45.25986215151515,0.0,0.0,0.0,0.0,20.286683422187732,22.4165286700763,20.286683422187732,0.0,26.0,2025-10-05T14:47:49.264168
35.427222,45.26386327272727,0.0,0.0,0.0,0.0,20.021692831178214,22.154856602798123,20.021692831178214,0.0,27.0,2025-10-05T14:47:49.265604
35.427222,45.2678643939394,0.0,0.0,0.0,0.0,19.759789912798325,21.89604963127566,19.759789912798325,0.0,28.0,2025-10-05T14:47:49.265604
35.427222,45.27186551515152,0.0,0.0,0.0,0.0,19.501099071715124,21.640210551872098,19.501099071715124,0.0,29.0,2025-10-05T14:47:49.266640
35.427222,45.27586663636364,0.0,0.0,0.0,0.0,19.245749833755323,21.387445872077592,19.245749833755323,0.0,30.0,2025-10-05T14:47:49.266640
35.427222,45.27986775757576,0.0,0.0,0.0,0.0,18.993876971016793,21.13786588277649,18.993876971016793,0.0,31.0,2025-10-05T14:47:49.267638
35.427222,45.28386887878788,0.0,0.0,0.0,0.0,18.745620613907825,20.891584721806048,18.745620613907825,0.0,32.0,2025-10-05T14:47:49.268639
35.427222,45.28787,0.0,0.0,0.0,0.0,18.50112634706934,20.648720427148216,18.50112634706934,0.0,33.0,2025-10-05T14:47:49.268639
35.427222,45.29187112121212,0.0,0.0,0.0,0.0,18.260545285781095,20.409394977931584,18.260545285781095,0.0,34.0,2025-10-05T14:47:49.269632
35.427222,45.295872242424245,0.0,0.0,0.0,0.0,18.024034129090058,20.173734321255747,18.024034129090058,0.0,35.0,2025-10-05T14:47:49.269632
35.427222,45.299873363636365,0.0,0.0,0.0,0.0,17.791755185534168,19.941868382688376,17.791755185534168,0.0,36.0,2025-10-05T14:47:49.269632
35.427222,45.303874484848485,0.0,0.0,0.0,0.0,17.563876366960013,19.713931058113644,17.563876366960013,0.0,37.0,2025-10-05T14:47:49.270845
35.427222,45.307875606060605,0.0,0.0,0.0,0.0,17.340571145595774,19.490060184469634,17.340571145595774,0.0,38.0,2025-10-05T14:47:49.272287
35.427222,45.311876727272725,0.0,0.0,0.0,0.0,17.122018469200103,19.270397486753318,17.122018469200103,0.0,39.0,2025-10-05T14:47:49.273482
35.427222,45.315877848484845,0.0,0.0,0.0,0.0,16.908402628832746,19.05508849855381,16.908402628832746,0.0,40.0,2025-10-05T14:47:49.273482
35.427222,45.31987896969697,0.0,0.0,0.0,0.0,16.699913073566293,18.84428245326813,16.699913073566293,0.0,41.0,2025-10-05T14:47:49.273482
35.427222,45.32388009090909,0.0,0.0,0.0,0.0,16.496744166320447,18.63813214308578,16.496744166320447,0.0,42.0,2025-10-05T14:47:49.274785
35.427222,45.32788121212121,0.0,0.0,0.0,0.0,16.2990948749574,18.43679374278898,16.2990948749574,0.0,43.0,2025-10-05T14:47:49.274785
35.427222,45.33188233333333,0.0,0.0,0.0,0.0,16.10716839288735,18.240426595446408,16.10716839288735,0.0,44.0,2025-10-05T14:47:49.275815
35.427222,45.33588345454545,0.0,0.0,0.0,0.0,15.921171683677994,18.04919295714207,15.921171683677994,0.0,45.0,2025-10-05T14:47:49.275815
35.427222,45.33988457575757,0.0,0.0,0.0,0.0,15.741314944616786,17.86325769803447,15.741314944616786,0.0,46.0,2025-10-05T14:47:49.276815
35.427222,45.3438856969697,0.0,0.0,0.0,0.0,15.567810984835896,17.68278795726395,15.567810984835896,0.0,47.0,2025-10-05T14:47:49.276815
35.427222,45.34788681818182,0.0,0.0,0.0,0.0,15.400874514519682,17.507952749543026,15.400874514519682,0.0,48.0,2025-10-05T14:47:49.276815
35.427222,45.35188793939394,0.0,0.0,0.0,0.0,15.240721342879965,17.33892252167096,15.240721342879965,0.0,49.0,2025-10-05T14:47:49.277808
35.427222,45.35588906060606,0.0,0.0,0.0,0.0,15.087567484046197,17.17586865774408,15.087567484046197,0.0,50.0,2025-10-05T14:47:49.278813
35.427222,45.35989018181818,0.0,0.0,0.0,0.0,14.941628171742519,17.018962932452293,14.941628171742519,0.0,51.0,2025-10-05T14:47:49.279829
35.427222,45.3638913030303,0.0,0.0,0.0,0.0,14.803116785643642,16.86837691260364,14.803116785643642,0.0,52.0,2025-10-05T14:47:49.279829
35.427222,45.36789242424243,0.0,0.0,0.0,0.0,14.672243694568246,16.7242813078733,14.672243694568246,0.0,53.0,2025-10-05T14:47:49.280813
35.427222,45.37189354545455,0.0,0.0,0.0,0.0,14.549215024156561,16.58684527274019,14.549215024156561,0.0,54.0,2025-10-05T14:47:49.280813
35.427222,45.37589466666667,0.0,0.0,0.0,0.0,14.434231359318801,16.45623566262977,14.434231359318801,0.0,55.0,2025-10-05T14:47:49.280813
35.427222,45.37989578787879,0.0,0.0,0.0,0.0,14.32748639447523,16.332616248431513,14.32748639447523,0.0,56.0,2025-10-05T14:47:49.281810
35.427222,45.38389690909091,0.0,0.0,0.0,0.0,14.22916554731095,16.216146894748203,14.22916554731095,0.0,57.0,2025-10-05T14:47:49.281810
35.427222,45.38789803030303,0.0,0.0,0.0,0.0,14.139444554355066,16.106982708465566,14.139444554355066,0.0,58.0,2025-10-05T14:47:49.281810
35.427222,45.391899151515155,0.0,0.0,0.0,0.0,14.05848806901913,16.00527316544757,14.05848806901913,0.0,59.0,2025-10-05T14:47:49.282808
35.427222,45.395900272727275,0.0,0.0,0.0,0.0,13.986448284670312,15.911161224335444,13.986448284670312,0.0,60.0,2025-10-05T14:47:49.284270
35.427222,45.399901393939395,0.0,0.0,0.0,0.0,13.92346360673267,15.824782437504167,13.92346360673267,0.0,61.0,2025-10-05T14:47:49.284270
35.427222,45.403902515151515,0.0,0.0,0.0,0.0,13.869657398594912,15.74626407017667,13.869657398594912,0.0,62.0,2025-10-05T14:47:49.285310
35.427222,45.407903636363635,0.0,0.0,0.0,0.0,13.825136826136061,15.675724239443014,13.825136826136061,0.0,63.0,2025-10-05T14:47:49.285310
35.427222,45.411904757575755,0.0,0.0,0.0,0.0,13.789991824906577,15.613271085456686,13.789991824906577,0.0,64.0,2025-10-05T14:47:49.286315
35.427222,45.41590587878788,0.0,0.0,0.0,0.0,13.764294212374747,15.559001987326722,13.764294212374747,0.0,65.0,2025-10-05T14:47:49.286315
35.427222,45.419907,0.0,0.0,0.0,0.0,13.748096965180958,15.513002836165724,13.748096965180958,0.0,66.0,2025-10-05T14:47:49.287316
35.427222,45.42390812121212,0.0,0.0,0.0,0.0,13.741433678089637,15.47534737736285,13.741433678089637,0.0,67.0,2025-10-05T14:47:49.287316
35.427222,45.42790924242424,0.0,0.0,0.0,0.0,13.744318217396916,15.446096633423343,13.744318217396916,0.0,68.0,2025-10-05T14:47:49.287316
35.427222,45.43191036363636,0.0,0.0,0.0,0.0,13.75674457708237,15.42529841764415,13.75674457708237,0.0,69.0,2025-10-05T14:47:49.288843
35.427222,45.43591148484848,0.0,0.0,0.0,0.0,13.764264861659255,15.412986947508786,13.764264861659255,0.0,70.0,2025-10-05T14:47:49.288843
35.427222,45.4399126060606,0.0,0.0,0.0,0.0,13.748080953784305,15.409182565009074,13.748080953784305,0.0,71.0,2025-10-05T14:47:49.289869
35.427222,45.44391372727273,0.0,0.0,0.0,0.0,13.74143103929936,15.413891569187793,13.74143103929936,0.0,72.0,2025-10-05T14:47:49.289869
35.427222,45.44791484848485,0.0,0.0,0.0,0.0,13.744328956709667,15.427106164103945,13.744328956709667,0.0,73.0,2025-10-05T14:47:49.289869
35.427222,45.45191596969697,0.0,0.0,0.0,0.0,13.756768672146789,15.448804523220417,13.756768672146789,0.0,74.0,2025-10-05T14:47:49.290879
35.427222,45.45591709090909,0.0,0.0,0.0,0.0,13.778724342020634,15.47895096897726,13.778724342020634,0.0,75.0,2025-10-05T14:47:49.290879
35.427222,45.45991821212121,0.0,0.0,0.0,0.0,13.810150580372115,15.517496264120073,13.810150580372115,0.0,76.0,2025-10-05T14:47:49.290879
35.427222,45.46391933333333,0.0,0.0,0.0,0.0,13.850982924508106,15.564378009276378,13.850982924508106,0.0,77.0,2025-10-05T14:47:49.291882
35.427222,45.46792045454546,0.0,0.0,0.0,0.0,13.9011384878695,15.619521139382172,13.9011384878695,0.0,78.0,2025-10-05T14:47:49.291882
35.427222,45.47192157575758,0.0,0.0,0.0,0.0,13.960516784918623,15.682838509913582,13.960516784918623,0.0,79.0,2025-10-05T14:47:49.293873
35.427222,45.4759226969697,0.0,0.0,0.0,0.0,14.029000709298645,15.754231562524899,14.029000709298645,0.0,80.0,2025-10-05T14:47:49.293873
35.427222,45.47992381818182,0.0,0.0,0.0,0.0,14.1064576437282,15.833591058657486,14.1064576437282,0.0,81.0,2025-10-05T14:47:49.294870
35.427222,45.48392493939394,0.0,0.0,0.0,0.0,14.192740678135454,15.92079786899307,14.192740678135454,0.0,82.0,2025-10-05T14:47:49.294870
35.427222,45.48792606060606,0.0,0.0,0.0,0.0,14.287689911423662,16.0157238062696,14.287689911423662,0.0,83.0,2025-10-05T14:47:49.294870
35.427222,45.491927181818184,0.0,0.0,0.0,0.0,14.391133811984686,16.118232488953293,14.391133811984686,0.0,84.0,2025-10-05T14:47:49.295863
35.427222,45.495928303030304,0.0,0.0,0.0,0.0,14.502890612573362,16.22818022353777,14.502890612573362,0.0,85.0,2025-10-05T14:47:49.295863
35.427222,45.499929424242424,0.0,0.0,0.0,0.0,14.622769716341494,16.345416893792816,14.622769716341494,0.0,86.0,2025-10-05T14:47:49.295863
35.427222,45.503930545454544,0.0,0.0,0.0,0.0,14.75057309257395,16.469786846054404,14.75057309257395,0.0,87.0,2025-10-05T14:47:49.295863
35.427222,45.507931666666664,0.0,0.0,0.0,0.0,14.886096642865667,16.60112976061114,14.886096642865667,0.0,88.0,2025-10-05T14:47:49.295863
35.427222,45.511932787878784,0.0,0.0,0.0,0.0,15.029131520971596,16.73928150033008,15.029131520971596,0.0,89.0,2025-10-05T14:47:49.296862
35.427222,45.51593390909091,0.0,0.0,0.0,0.0,15.179465392236937,16.884074928844456,15.179465392236937,0.0,90.0,2025-10-05T14:47:49.296862
35.427222,45.51993503030303,0.0,0.0,0.0,0.0,15.336883621245434,17.03534069184559,15.336883621245434,0.0,91.0,2025-10-05T14:47:49.296862
35.427222,45.52393615151515,0.0,0.0,0.0,0.0,15.501170379016465,17.192907956250856,15.501170379016465,0.0,92.0,2025-10-05T14:47:49.296862
35.427222,45.52793727272727,0.0,0.0,0.0,0.0,15.672109663628724,17.35660510320373,15.672109663628724,0.0,93.0,2025-10-05T14:47:49.296862
35.427222,45.53193839393939,0.0,0.0,0.0,0.0,15.849486230518334,17.52626037200414,15.849486230518334,0.0,94.0,2025-10-05T14:47:49.296862
35.427222,45.53593951515151,0.0,0.0,0.0,0.0,16.033086430811263,17.701702453113313,16.033086430811263,0.0,95.0,2025-10-05T14:47:49.297861
35.427222,45.53994063636364,0.0,0.0,0.0,0.0,16.22269895789898,17.88276102933307,16.22269895789898,0.0,96.0,2025-10-05T14:47:49.297861
35.427222,45.54394175757576,0.0,0.0,0.0,0.0,16.41811550402706,18.069267265102187,16.41811550402706,0.0,97.0,2025-10-05T14:47:49.297861
35.427222,45.54794287878788,0.0,0.0,0.0,0.0,16.6191313299541,18.26105424459179,16.6191313299541,0.0,98.0,2025-10-05T14:47:49.297861
35.427222,45.551944,0.0,0.0,0.0,0.0,16.825545751736154,18.457957359888677,16.825545751736154,0.0,99.0,2025-10-05T14:47:49.297861
35.43012323232323,45.155833,0.0,0.0,0.0,0.0,27.795727351835186,29.799047637611796,27.795727351835186,1.0,0.0,2025-10-05T14:47:49.297861
35.43012323232323,45.15983412121212,0.0,0.0,0.0,0.0,27.479045702916885,29.487256587728698,27.479045702916885,1.0,1.0,2025-10-05T14:47:49.298863
35.43012323232323,45.16383524242424,0.0,0.0,0.0,0.0,27.163502911552225,29.1766303198471,27.163502911552225,1.0,2.0,2025-10-05T14:47:49.298863
35.43012323232323,45.16783636363636,0.0,0.0,0.0,0.0,26.849139131350857,28.86720643550453,26.849139131350857,1.0,3.0,2025-10-05T14:47:49.299865
35.43012323232323,45.17183748484849,0.0,0.0,0.0,0.0,26.53599626501824,28.55902401706142,26.53599626501824,1.0,4.0,2025-10-05T14:47:49.299865
35.43012323232323,45.17583860606061,0.0,0.0,0.0,0.0,26.22411805000739,28.252123691881206,26.22411805000739,1.0,5.0,2025-10-05T14:47:49.300881
35.43012323232323,45.17983972727273,0.0,0.0,0.0,0.0,25.913550148380615,27.946547699160703,25.913550148380615,1.0,6.0,2025-10-05T14:47:49.300881
35.43012323232323,45.18384084848485,0.0,0.0,0.0,0.0,25.604340241049325,27.642339959483458,25.604340241049325,1.0,7.0,2025-10-05T14:47:49.300881
35.43012323232323,45.18784196969697,0.0,0.0,0.0,0.0,25.296538126535214,27.339546147142546,25.296538126535214,1.0,8.0,2025-10-05T14:47:49.300881
35.43012323232323,45.19184309090909,0.0,0.0,0.0,0.0,24.99019582440055,27.038213765281935,24.99019582440055,1.0,9.0,2025-10-05T14:47:49.301869
35.43012323232323,45.195844212121216,0.0,0.0,0.0,0.0,24.685367683480493,26.738392223890447,24.685367683480493,1.0,10.0,2025-10-05T14:47:49.301869
35.43012323232323,45.199845333333336,0.0,0.0,0.0,0.0,24.38211049504127,26.440132920673406,24.38211049504127,1.0,11.0,2025-10-05T14:47:49.301869
35.43012323232323,45.203846454545456,0.0,0.0,0.0,0.0,24.08048361095879,26.14348932480034,24.08048361095879,1.0,12.0,2025-10-05T14:47:49.301869
35.43012323232323,45.207847575757576,0.0,0.0,0.0,0.0,23.78054906700872,25.848517063527474,23.78054906700872,1.0,13.0,2025-10-05T14:47:49.301869
35.43012323232323,45.211848696969696,0.0,0.0,0.0,0.0,23.482371711312744,25.555274011652827,23.482371711312744,1.0,14.0,2025-10-05T14:47:49.301869
35.43012323232323,45.215849818181816,0.0,0.0,0.0,0.0,23.186019337962573,25.263820383748367,23.186019337962573,1.0,15.0,2025-10-05T14:47:49.302869
35.43012323232323,45.21985093939394,0.0,0.0,0.0,0.0,22.891562825798044,24.974218829078957,22.891562825798044,1.0,16.0,2025-10-05T14:47:49.302869
35.43012323232323,45.22385206060606,0.0,0.0,0.0,0.0,22.59907628227012,24.686534529088952,22.59907628227012,1.0,17.0,2025-10-05T14:47:49.302869
35.43012323232323,45.22785318181818,0.0,0.0,0.0,0.0,22.30863719224989,24.400835297286502,22.30863719224989,1.0,18.0,2025-10-05T14:47:49.302869
35.43012323232323,45.2318543030303,0.0,0.0,0.0,0.0,22.020326571593163,24.117191681329466,22.020326571593163,1.0,19.0,2025-10-05T14:47:49.302869
35.43012323232323,45.23585542424242,0.0,0.0,0.0,0.0,21.734229125170323,23.835677067047687,21.734229125170323,1.0,20.0,2025-10-05T14:47:49.303869
35.43012323232323,45.23985654545454,0.0,0.0,0.0,0.0,21.450433408986886,23.556367784089456,21.450433408986886,1.0,21.0,2025-10-05T14:47:49.303869
35.43012323232323,45.24385766666667,0.0,0.0,0.0,0.0,21.169031995905527,23.279343212810886,21.169031995905527,1.0,22.0,2025-10-05T14:47:49.303869
35.43012323232323,45.24785878787879,0.0,0.0,0.0,0.0,20.890121644356984,23.004685891957603,20.890121644356984,1.0,23.0,2025-10-05T14:47:49.303869
35.43012323232323,45.25185990909091,0.0,0.0,0.0,0.0,20.613803469270803,22.73248162659621,20.613803469270803,1.0,24.0,2025-10-05T14:47:49.304870
35.43012323232323,45.25586103030303,0.0,0.0,0.0,0.0,20.340183114308232,22.462819595678965,20.340183114308232,1.0,25.0,2025-10-05T14:47:49.304870
35.43012323232323,45.25986215151515,0.0,0.0,0.0,0.0,20.069370924273052,22.195792458507242,20.069370924273052,1.0,26.0,2025-10-05T14:47:49.304870
35.43012323232323,45.26386327272727,0.0,0.0,0.0,0.0,19.80148211637478,21.931496459258476,19.80148211637478,1.0,27.0,2025-10-05T14:47:49.304870
35.43012323232323,45.2678643939394,0.0,0.0,0.0,0.0,19.536636948776223,21.67003152861566,19.536636948776223,1.0,28.0,2025-10-05T14:47:49.304870
35.43012323232323,45.27186551515152,0.0,0.0,0.0,0.0,19.27496088459723,21.411501381409515,19.27496088459723,1.0,29.0,2025-10-05T14:47:49.305870
35.43012323232323,45.27586663636364,0.0,0.0,0.0,0.0,19.016584749243997,21.156013609030307,19.016584749243997,1.0,30.0,2025-10-05T14:47:49.305870
35.43012323232323,45.27986775757576,0.0,0.0,0.0,0.0,18.76164487863016,20.903679765227967,18.76164487863016,1.0,31.0,2025-10-05T14:47:49.305870
35.43012323232323,45.28386887878788,0.0,0.0,0.0,0.0,18.51028325549163,20.654615443738713,18.51028325549163,1.0,32.0,2025-10-05T14:47:49.305870
35.43012323232323,45.28787,0.0,0.0,0.0,0.0,18.262647630633747,20.408940346012113,18.262647630633747,1.0,33.0,2025-10-05T14:47:49.306867
35.43012323232323,45.29187112121212,0.0,0.0,0.0,0.0,18.018891625548807,20.166778337127713,18.018891625548807,1.0,34.0,2025-10-05T14:47:49.307874
35.43012323232323,45.295872242424245,0.0,0.0,0.0,0.0,17.77917481242584,19.92825748780252,17.77917481242584,1.0,35.0,2025-10-05T14:47:49.307874
35.43012323232323,45.299873363636365,0.0,0.0,0.0,0.0,17.543662767147612,19.693510100202587,17.543662767147612,1.0,36.0,2025-10-05T14:47:49.307874
35.43012323232323,45.303874484848485,0.0,0.0,0.0,0.0,17.31252709042627,19.462672715071605,17.31252709042627,1.0,37.0,2025-10-05T14:47:49.308866
35.43012323232323,45.307875606060605,0.0,0.0,0.0,0.0,17.08594539181447,19.235886097517156,17.08594539181447,1.0,38.0,2025-10-05T14:47:49.308866
35.43012323232323,45.311876727272725,0.0,0.0,0.0,0.0,16.864101230904083,19.01329519860236,16.864101230904083,1.0,39.0,2025-10-05T14:47:49.308866
35.43012323232323,45.315877848484845,0.0,0.0,0.0,0.0,16.64718400965961,18.795049089736843,16.64718400965961,1.0,40.0,2025-10-05T14:47:49.308866
35.43012323232323,45.31987896969697,0.0,0.0,0.0,0.0,16.435388809512855,18.581300866717438,16.435388809512855,1.0,41.0,2025-10-05T14:47:49.309861
35.43012323232323,45.32388009090909,0.0,0.0,0.0,0.0,16.22891616661149,18.3722075201629,16.22891616661149,1.0,42.0,2025-10-05T14:47:49.309861
35.43012323232323,45.32788121212121,0.0,0.0,0.0,0.0,16.027971778477458,18.1679297690099,16.027971778477458,1.0,43.0,2025-10-05T14:47:49.309861
35.43012323232323,45.33188233333333,0.0,0.0,0.0,0.0,15.832766135354003,17.968631853732937,15.832766135354003,1.0,44.0,2025-10-05T14:47:49.309861
35.43012323232323,45.33588345454545,0.0,0.0,0.0,0.0,15.643514069688923,17.774481285981366,15.643514069688923,1.0,45.0,2025-10-05T14:47:49.310862
35.43012323232323,45.33988457575757,0.0,0.0,0.0,0.0,15.46043421759845,17.585648551453385,15.46043421759845,1.0,46.0,2025-10-05T14:47:49.310862
35.43012323232323,45.3438856969697,0.0,0.0,0.0,0.0,15.283748386785376,17.402306763028637,15.283748386785376,1.0,47.0,2025-10-05T14:47:49.310862
35.43012323232323,45.34788681818182,0.0,0.0,0.0,0.0,15.113680826295433,17.224631261487882,15.113680826295433,1.0,48.0,2025-10-05T14:47:49.310862
35.43012323232323,45.35188793939394,0.0,0.0,0.0,0.0,14.950457394704449,17.052799161555832,14.950457394704449,1.0,49.0,2025-10-05T14:47:49.311860
35.43012323232323,45.35588906060606,0.0,0.0,0.0,0.0,14.794304624883832,16.88698884155012,14.794304624883832,1.0,50.0,2025-10-05T14:47:49.311860
35.43012323232323,45.35989018181818,0.0,0.0,0.0,0.0,14.645448685367178,16.727379375572138,14.645448685367178,1.0,51.0,2025-10-05T14:47:49.311860
35.43012323232323,45.3638913030303,0.0,0.0,0.0,0.0,14.50411424057561,16.574149907980644,14.50411424057561,1.0,52.0,2025-10-05T14:47:49.311860
35.43012323232323,45.36789242424243,0.0,0.0,0.0,0.0,14.370523214707928,16.427478970819486,14.370523214707928,1.0,53.0,2025-10-05T14:47:49.312870
35.43012323232323,45.37189354545455,0.0,0.0,0.0,0.0,14.244893466939342,16.287543745936567,14.244893466939342,1.0,54.0,2025-10-05T14:47:49.312870
35.43012323232323,45.37589466666667,0.0,0.0,0.0,0.0,14.127437388625902,16.15451927470998,14.127437388625902,1.0,55.0,2025-10-05T14:47:49.312870
35.43012323232323,45.37989578787879,0.0,0.0,0.0,0.0,14.018360436414058,16.028577619593992,14.018360436414058,1.0,56.0,2025-10-05T14:47:49.313874
35.43012323232323,45.38389690909091,0.0,0.0,0.0,0.0,13.917859618365139,15.909886983054957,13.917859618365139,1.0,57.0,2025-10-05T14:47:49.313874
35.43012323232323,45.38789803030303,0.0,0.0,0.0,0.0,13.826121953319387,15.798610790886197,13.826121953319387,1.0,58.0,2025-10-05T14:47:49.313874
35.43012323232323,45.391899151515155,0.0,0.0,0.0,0.0,13.743322926571368,15.694906748309098,13.743322926571368,1.0,59.0,2025-10-05T14:47:49.314866
35.43012323232323,45.395900272727275,0.0,0.0,0.0,0.0,13.669624967356103,15.598925878649514,13.669624967356103,1.0,60.0,2025-10-05T14:47:49.315868
35.43012323232323,45.399901393939395,0.0,0.0,0.0,0.0,13.60517597548102,15.510811555662963,13.60517597548102,1.0,61.0,2025-10-05T14:47:49.315868
35.43012323232323,45.403902515151515,0.0,0.0,0.0,0.0,13.550107925541896,15.430698541727926,13.550107925541896,1.0,62.0,2025-10-05T14:47:49.315868
35.43012323232323,45.407903636363635,0.0,0.0,0.0,0.0,13.504535577379382,15.358712045053371,13.504535577379382,1.0,63.0,2025-10-05T14:47:49.316866
35.43012323232323,45.411904757575755,0.0,0.0,0.0,0.0,13.468555320688601,15.29496680972148,13.468555320688601,1.0,64.0,2025-10-05T14:47:49.316866
35.43012323232323,45.41590587878788,0.0,0.0,0.0,0.0,13.44224417992243,15.239566252742799,13.44224417992243,1.0,65.0,2025-10-05T14:47:49.316866
35.43012323232323,45.419907,0.0,0.0,0.0,0.0,13.425659002838547,15.192601662303314,13.425659002838547,1.0,66.0,2025-10-05T14:47:49.317866
35.43012323232323,45.42390812121212,0.0,0.0,0.0,0.0,13.418835852290016,15.154151470995707,13.418835852290016,1.0,67.0,2025-10-05T14:47:49.317866
35.43012323232323,45.42790924242424,0.0,0.0,0.0,0.0,13.421789616275918,15.124280617042107,13.421789616275918,1.0,68.0,2025-10-05T14:47:49.317866
35.43012323232323,45.43191036363636,0.0,0.0,0.0,0.0,13.434513846022632,15.103040005322484,13.434513846022632,1.0,69.0,2025-10-05T14:47:49.318866
35.43012323232323,45.43591148484848,0.0,0.0,0.0,0.0,13.442214127103023,15.090466078453122,13.442214127103023,1.0,70.0,2025-10-05T14:47:49.318866
35.43012323232323,45.4399126060606,0.0,0.0,0.0,0.0,13.425642607494195,15.08658050624391,13.425642607494195,1.0,71.0,2025-10-05T14:47:49.318866
35.43012323232323,45.44391372727273,0.0,0.0,0.0,0.0,13.41883315015887,15.091389999660999,13.41883315015887,1.0,72.0,2025-10-05T14:47:49.318866
35.43012323232323,45.44791484848485,0.0,0.0,0.0,0.0,13.421800613259993,15.104886253003459,13.421800613259993,1.0,73.0,2025-10-05T14:47:49.319866
35.43012323232323,45.45191596969697,0.0,0.0,0.0,0.0,13.434538518123471,15.127046015452695,13.434538518123471,1.0,74.0,2025-10-05T14:47:49.319866
35.43012323232323,45.45591709090909,0.0,0.0,0.0,0.0,13.457019119766123,15.157831290561246,13.457019119766123,1.0,75.0,2025-10-05T14:47:49.319866
35.43012323232323,45.45991821212121,0.0,0.0,0.0,0.0,13.489193707762377,15.197189659707574,13.489193707762377,1.0,76.0,2025-10-05T14:47:49.320865
