lat,lon,elevation,slope_percentage,development_suitability,terrain_category,grid_i,grid_j,timestamp
35.427222,45.22385206060606,622.6023490471661,1.0494590121752094,100.0,Flat,0.0,17.0,2025-10-05T14:47:48.423327
35.427222,45.22785318181818,641.0265454859112,0.0,100.0,Flat,0.0,18.0,2025-10-05T14:47:48.423327
35.427222,45.2318543030303,568.8159508330547,3.2668574502780445,100.0,Gentle,0.0,19.0,2025-10-05T14:47:48.423327
35.427222,45.23585542424242,598.0612785534188,3.8558889175558058,100.0,Gentle,0.0,20.0,2025-10-05T14:47:48.423327
35.427222,45.23985654545454,580.4158661440531,2.1206206082742285,100.0,Gentle,0.0,21.0,2025-10-05T14:47:48.423327
35.427222,45.24385766666667,623.9229143056156,0.0,100.0,Flat,0.0,22.0,2025-10-05T14:47:48.423327
35.427222,45.24785878787879,639.0938906443839,5.862843431396077,88.0,Moderate,0.0,23.0,2025-10-05T14:47:48.423327
35.427222,45.25185990909091,693.7469191314502,3.4917749006155807,100.0,Gentle,0.0,24.0,2025-10-05T14:47:48.424329
35.427222,45.25586103030303,690.0345780345847,1.7242927844243112,100.0,Flat,0.0,25.0,2025-10-05T14:47:48.424329
35.427222,45.25986215151515,642.6186201200853,2.8838359186665095,100.0,Gentle,0.0,26.0,2025-10-05T14:47:48.424329
35.427222,45.26386327272727,719.6385899783033,0.0,100.0,Flat,0.0,27.0,2025-10-05T14:47:48.424329
35.427222,45.2678643939394,651.093370173566,0.22662875950972294,100.0,Flat,0.0,28.0,2025-10-05T14:47:48.424329
35.427222,45.27186551515152,644.82473844763,1.8899191354435616,100.0,Flat,0.0,29.0,2025-10-05T14:47:48.424329
35.427222,45.27586663636364,600.9326941249917,3.393391743483315,100.0,Gentle,0.0,30.0,2025-10-05T14:47:48.424329
35.427222,45.27986775757576,727.9609642333526,5.4842667928461495,88.0,Moderate,0.0,31.0,2025-10-05T14:47:48.424329
35.427222,45.28386887878788,715.0828176149907,3.2594603346392628,100.0,Gentle,0.0,32.0,2025-10-05T14:47:48.424329
35.427222,45.28787,641.7492447970018,5.555123098806763,88.0,Moderate,0.0,33.0,2025-10-05T14:47:48.425326
35.427222,45.29187112121212,703.8717128482764,0.0,100.0,Flat,0.0,34.0,2025-10-05T14:47:48.425326
35.427222,45.295872242424245,617.6710293567487,0.5769924331427427,100.0,Flat,0.0,35.0,2025-10-05T14:47:48.425326
35.427222,45.299873363636365,725.1690591959949,1.6365835789085152,100.0,Flat,0.0,36.0,2025-10-05T14:47:48.425326
35.427222,45.303874484848485,725.1365791089926,2.96868559786231,100.0,Gentle,0.0,37.0,2025-10-05T14:47:48.425326
35.427222,45.307875606060605,662.8053202799351,5.390887911421066,88.0,Moderate,0.0,38.0,2025-10-05T14:47:48.425326
35.427222,45.311876727272725,617.7605950153433,6.740291232329367,88.0,Moderate,0.0,39.0,2025-10-05T14:47:48.425326
35.427222,45.315877848484845,718.9264435265167,4.804192585355147,100.0,Gentle,0.0,40.0,2025-10-05T14:47:48.425326
35.427222,45.31987896969697,656.6568147178758,1.213527472254306,100.0,Flat,0.0,41.0,2025-10-05T14:47:48.425326
35.427222,45.32388009090909,660.7349823867752,0.0,100.0,Flat,0.0,42.0,2025-10-05T14:47:48.425326
35.427222,45.32788121212121,705.7711632319861,0.0,100.0,Flat,0.0,43.0,2025-10-05T14:47:48.426331
35.427222,45.33188233333333,699.631847183607,0.7047871849957219,100.0,Flat,0.0,44.0,2025-10-05T14:47:48.426331
35.427222,45.33588345454545,621.9013074694893,6.868177957611747,88.0,Moderate,0.0,45.0,2025-10-05T14:47:48.426331
35.427222,45.33988457575757,737.9936680018795,5.306417199928886,88.0,Moderate,0.0,46.0,2025-10-05T14:47:48.426331
35.427222,45.3438856969697,738.2417414988566,2.649081661850642,100.0,Gentle,0.0,47.0,2025-10-05T14:47:48.426331
35.427222,45.34788681818182,753.4741948585537,7.562293066048195,88.0,Moderate,0.0,48.0,2025-10-05T14:47:48.426331
35.427222,45.35188793939394,741.8762491691472,5.153014730478539,88.0,Moderate,0.0,49.0,2025-10-05T14:47:48.426331
35.427222,45.35588906060606,728.7634039911084,3.4608808491605854,100.0,Gentle,0.0,50.0,2025-10-05T14:47:48.426331
35.427222,45.35989018181818,747.564596564506,5.691526923606646,88.0,Moderate,0.0,51.0,2025-10-05T14:47:48.426331
35.427222,45.3638913030303,705.3830493991601,3.1911078421759322,100.0,Gentle,0.0,52.0,2025-10-05T14:47:48.426331
35.427222,45.36789242424243,759.4831589437216,6.99404494344195,88.0,Moderate,0.0,53.0,2025-10-05T14:47:48.426331
35.427222,45.37189354545455,723.0166843940654,1.5808609916513268,100.0,Flat,0.0,54.0,2025-10-05T14:47:48.427327
35.427222,45.37589466666667,702.1157893542552,6.223286939630838,88.0,Moderate,0.0,55.0,2025-10-05T14:47:48.427327
35.427222,45.37989578787879,753.5711686542508,3.998562968387085,100.0,Gentle,0.0,56.0,2025-10-05T14:47:48.427327
35.427222,45.38389690909091,837.929166559462,6.555666453928142,88.0,Moderate,0.0,57.0,2025-10-05T14:47:48.427327
35.427222,45.38789803030303,770.243721506482,4.196560400565174,100.0,Gentle,0.0,58.0,2025-10-05T14:47:48.427327
35.427222,45.391899151515155,725.654903679059,3.782057700980709,100.0,Gentle,0.0,59.0,2025-10-05T14:47:48.427327
35.427222,45.395900272727275,783.5474354752802,7.027568546197225,88.0,Moderate,0.0,60.0,2025-10-05T14:47:48.427327
35.427222,45.399901393939395,705.4979038138954,4.117064006846983,100.0,Gentle,0.0,61.0,2025-10-05T14:47:48.427327
35.427222,45.403902515151515,749.487210156038,3.0841806057150603,100.0,Gentle,0.0,62.0,2025-10-05T14:47:48.427327
35.427222,45.407903636363635,673.5780985143176,1.8814062351083134,100.0,Flat,0.0,63.0,2025-10-05T14:47:48.427327
35.427222,45.411904757575755,808.060479795559,5.461969628494376,88.0,Moderate,0.0,64.0,2025-10-05T14:47:48.428333
35.427222,45.41590587878788,667.6964270665278,6.4763927578608556,88.0,Moderate,0.0,65.0,2025-10-05T14:47:48.428333
35.427222,45.419907,673.73602528785,1.8474920650225428,100.0,Flat,0.0,66.0,2025-10-05T14:47:48.428333
35.427222,45.42390812121212,716.2431311918641,7.1479719330411395,88.0,Moderate,0.0,67.0,2025-10-05T14:47:48.428333
35.427222,45.42790924242424,744.4853844563563,1.268481065896884,100.0,Flat,0.0,68.0,2025-10-05T14:47:48.428333
35.427222,45.43191036363636,705.1892512896378,3.459744907692275,100.0,Gentle,0.0,69.0,2025-10-05T14:47:48.428333
35.427222,45.43591148484848,717.0869628541268,2.1201823625782437,100.0,Gentle,0.0,70.0,2025-10-05T14:47:48.428333
35.427222,45.4399126060606,750.5826239366977,3.3969510586846425,100.0,Gentle,0.0,71.0,2025-10-05T14:47:48.428333
35.427222,45.44391372727273,794.3197825022964,1.8636367953640924,100.0,Flat,0.0,72.0,2025-10-05T14:47:48.428333
35.427222,45.44791484848485,778.9512266998198,4.305091938759322,100.0,Gentle,0.0,73.0,2025-10-05T14:47:48.428333
35.427222,45.45191596969697,752.6823384044322,4.2879268945176445,100.0,Gentle,0.0,74.0,2025-10-05T14:47:48.428333
35.427222,45.45591709090909,890.7894273004061,1.8793230535135068,100.0,Flat,0.0,75.0,2025-10-05T14:47:48.429335
35.427222,45.45991821212121,731.6343235182709,7.527695391542798,88.0,Moderate,0.0,76.0,2025-10-05T14:47:48.429335
35.427222,45.46391933333333,760.5870640708065,5.930688499578377,88.0,Moderate,0.0,77.0,2025-10-05T14:47:48.429335
35.427222,45.46792045454546,792.2479769224715,7.965686058459437,88.0,Moderate,0.0,78.0,2025-10-05T14:47:48.429335
35.427222,45.47192157575758,718.0560012932914,7.3971265246629,88.0,Moderate,0.0,79.0,2025-10-05T14:47:48.429335
35.427222,45.4759226969697,712.9833503987965,5.649682181586794,88.0,Moderate,0.0,80.0,2025-10-05T14:47:48.429335
35.427222,45.47992381818182,709.8458656736688,8.716888492727417,88.0,Moderate,0.0,81.0,2025-10-05T14:47:48.429335
35.427222,45.48392493939394,765.8718535561018,5.656133150015259,88.0,Moderate,0.0,82.0,2025-10-05T14:47:48.429335
35.427222,45.48792606060606,728.5257645874258,9.271982359528124,88.0,Moderate,0.0,83.0,2025-10-05T14:47:48.429335
35.427222,45.491927181818184,736.7939526915312,8.61759409529399,88.0,Moderate,0.0,84.0,2025-10-05T14:47:48.429335
35.427222,45.495928303030304,824.6437247988332,8.374625574620966,88.0,Moderate,0.0,85.0,2025-10-05T14:47:48.429335
35.427222,45.499929424242424,796.7136701328311,3.2613635915641197,100.0,Gentle,0.0,86.0,2025-10-05T14:47:48.430338
35.427222,45.503930545454544,772.9494619815991,2.316989223760534,100.0,Gentle,0.0,87.0,2025-10-05T14:47:48.430338
35.427222,45.507931666666664,864.7490489734982,9.498759952832375,88.0,Moderate,0.0,88.0,2025-10-05T14:47:48.430338
35.427222,45.511932787878784,768.1537123392665,5.328234045983282,88.0,Moderate,0.0,89.0,2025-10-05T14:47:48.430338
35.427222,45.51593390909091,794.997803932068,3.705586813504552,100.0,Gentle,0.0,90.0,2025-10-05T14:47:48.430338
35.427222,45.51993503030303,800.585529286512,6.579717027373154,88.0,Moderate,0.0,91.0,2025-10-05T14:47:48.430338
35.427222,45.52393615151515,760.4229583302662,6.469115378254224,88.0,Moderate,0.0,92.0,2025-10-05T14:47:48.430338
35.427222,45.52793727272727,749.630530107304,7.6510383971632585,88.0,Moderate,0.0,93.0,2025-10-05T14:47:48.430338
35.427222,45.53193839393939,892.5348327173127,5.273559749091042,88.0,Moderate,0.0,94.0,2025-10-05T14:47:48.431337
35.427222,45.53593951515151,868.3812579268259,9.100625465163418,88.0,Moderate,0.0,95.0,2025-10-05T14:47:48.431337
35.427222,45.53994063636364,747.0260648159456,6.316395666843779,88.0,Moderate,0.0,96.0,2025-10-05T14:47:48.431337
35.427222,45.54394175757576,790.1718481868106,8.118667842421221,88.0,Moderate,0.0,97.0,2025-10-05T14:47:48.431337
35.427222,45.54794287878788,798.0506102954032,6.371662749864046,88.0,Moderate,0.0,98.0,2025-10-05T14:47:48.431337
35.427222,45.551944,708.7063952012757,10.977633856597105,76.0,Steep,0.0,99.0,2025-10-05T14:47:48.432329
35.43012323232323,45.155833,615.7006477875499,0.0,100.0,Flat,1.0,0.0,2025-10-05T14:47:48.432329
35.43012323232323,45.15983412121212,607.9080570613282,1.7427822311541694,100.0,Flat,1.0,1.0,2025-10-05T14:47:48.432329
35.43012323232323,45.16383524242424,566.3373589169323,0.0,100.0,Flat,1.0,2.0,2025-10-05T14:47:48.433329
35.43012323232323,45.16783636363636,685.844310203531,0.4792990319430908,100.0,Flat,1.0,3.0,2025-10-05T14:47:48.433329
35.43012323232323,45.17183748484849,610.1817955634734,0.0,100.0,Flat,1.0,4.0,2025-10-05T14:47:48.433329
35.43012323232323,45.17583860606061,594.6138628652353,0.0,100.0,Flat,1.0,5.0,2025-10-05T14:47:48.434635
35.43012323232323,45.17983972727273,591.7987623730888,0.0,100.0,Flat,1.0,6.0,2025-10-05T14:47:48.434635
35.43012323232323,45.18384084848485,584.4501872229215,0.0,100.0,Flat,1.0,7.0,2025-10-05T14:47:48.434635
35.43012323232323,45.18784196969697,608.3508156684169,0.8710828514831185,100.0,Flat,1.0,8.0,2025-10-05T14:47:48.434635
35.43012323232323,45.19184309090909,657.5610228552791,5.562452475453931,88.0,Moderate,1.0,9.0,2025-10-05T14:47:48.434635
35.43012323232323,45.195844212121216,644.8664285381417,2.4602472639099857,100.0,Gentle,1.0,10.0,2025-10-05T14:47:48.434635
35.43012323232323,45.199845333333336,572.4731200018698,4.6764338624020425,100.0,Gentle,1.0,11.0,2025-10-05T14:47:48.435670
35.43012323232323,45.203846454545456,732.5764258947031,0.7813264934232858,100.0,Flat,1.0,12.0,2025-10-05T14:47:48.435670
35.43012323232323,45.207847575757576,493.92437123964373,1.5563520861324562,92.0,Flat,1.0,13.0,2025-10-05T14:47:48.435670
35.43012323232323,45.211848696969696,649.4683534964083,3.5298812148077716,100.0,Gentle,1.0,14.0,2025-10-05T14:47:48.435670
35.43012323232323,45.215849818181816,632.8033057690033,0.0,100.0,Flat,1.0,15.0,2025-10-05T14:47:48.435670
35.43012323232323,45.21985093939394,688.5300292361708,2.735615025561621,100.0,Gentle,1.0,16.0,2025-10-05T14:47:48.435670
35.43012323232323,45.22385206060606,697.5404802759683,1.8302552332512754,100.0,Flat,1.0,17.0,2025-10-05T14:47:48.435670
35.43012323232323,45.22785318181818,636.7165861331916,0.6246558584572095,100.0,Flat,1.0,18.0,2025-10-05T14:47:48.436657
35.43012323232323,45.2318543030303,536.0713364213226,5.307054867282399,88.0,Moderate,1.0,19.0,2025-10-05T14:47:48.436657
35.43012323232323,45.23585542424242,650.438965451388,2.9489447510510893,100.0,Gentle,1.0,20.0,2025-10-05T14:47:48.436657
35.43012323232323,45.23985654545454,647.4803808104748,0.0,100.0,Flat,1.0,21.0,2025-10-05T14:47:48.436657
35.43012323232323,45.24385766666667,650.6397339248514,0.0,100.0,Flat,1.0,22.0,2025-10-05T14:47:48.436657
35.43012323232323,45.24785878787879,570.3447518755179,4.603039634819218,100.0,Gentle,1.0,23.0,2025-10-05T14:47:48.436657
35.43012323232323,45.25185990909091,636.910826898525,0.47791149563353175,100.0,Flat,1.0,24.0,2025-10-05T14:47:48.436657
35.43012323232323,45.25586103030303,584.8829839225327,6.071934100177429,88.0,Moderate,1.0,25.0,2025-10-05T14:47:48.436657
35.43012323232323,45.25986215151515,622.5898780986097,5.946352961030361,88.0,Moderate,1.0,26.0,2025-10-05T14:47:48.436657
35.43012323232323,45.26386327272727,598.2576207025342,2.362095108650969,100.0,Gentle,1.0,27.0,2025-10-05T14:47:48.436657
35.43012323232323,45.2678643939394,646.7818732126655,3.920267462855709,100.0,Gentle,1.0,28.0,2025-10-05T14:47:48.436657
35.43012323232323,45.27186551515152,623.2990683337001,3.1515971189245207,100.0,Gentle,1.0,29.0,2025-10-05T14:47:48.436657
35.43012323232323,45.27586663636364,687.5650047102882,1.937579569519737,100.0,Flat,1.0,30.0,2025-10-05T14:47:48.436657
35.43012323232323,45.27986775757576,528.7816999697768,4.56501056884533,100.0,Gentle,1.0,31.0,2025-10-05T14:47:48.436657
35.43012323232323,45.28386887878788,716.5839556363856,6.200919419940259,88.0,Moderate,1.0,32.0,2025-10-05T14:47:48.437661
35.43012323232323,45.28787,708.6599351161535,0.0,100.0,Flat,1.0,33.0,2025-10-05T14:47:48.437661
35.43012323232323,45.29187112121212,691.4026392361897,5.80730085809733,88.0,Moderate,1.0,34.0,2025-10-05T14:47:48.437661
35.43012323232323,45.295872242424245,611.1658698084723,5.7545857776685905,88.0,Moderate,1.0,35.0,2025-10-05T14:47:48.437661
35.43012323232323,45.299873363636365,619.6887369147428,0.0,100.0,Flat,1.0,36.0,2025-10-05T14:47:48.437661
35.43012323232323,45.303874484848485,722.241019900176,6.408577014952034,88.0,Moderate,1.0,37.0,2025-10-05T14:47:48.437661
35.43012323232323,45.307875606060605,651.0826329601231,5.503729055401283,88.0,Moderate,1.0,38.0,2025-10-05T14:47:48.437661
35.43012323232323,45.311876727272725,704.2736497481062,1.2813938812703878,100.0,Flat,1.0,39.0,2025-10-05T14:47:48.437661
35.43012323232323,45.315877848484845,659.6200534321624,1.2347490640533585,100.0,Flat,1.0,40.0,2025-10-05T14:47:48.437661
35.43012323232323,45.31987896969697,699.9362373348564,0.0,100.0,Flat,1.0,41.0,2025-10-05T14:47:48.437661
35.43012323232323,45.32388009090909,677.1359919834736,0.09458890861855584,100.0,Flat,1.0,42.0,2025-10-05T14:47:48.437661
35.43012323232323,45.32788121212121,651.6488786793294,1.0001790224182638,100.0,Flat,1.0,43.0,2025-10-05T14:47:48.437661
35.43012323232323,45.33188233333333,701.9936505027531,0.23097128173331383,100.0,Flat,1.0,44.0,2025-10-05T14:47:48.437661
35.43012323232323,45.33588345454545,782.1935788226319,0.10967379351619133,100.0,Flat,1.0,45.0,2025-10-05T14:47:48.438657
35.43012323232323,45.33988457575757,688.2826457957149,2.7300002258772174,100.0,Gentle,1.0,46.0,2025-10-05T14:47:48.438657
35.43012323232323,45.3438856969697,775.9216702066725,6.797593301233448,88.0,Moderate,1.0,47.0,2025-10-05T14:47:48.438657
35.43012323232323,45.34788681818182,707.1155529124069,6.912989817482897,88.0,Moderate,1.0,48.0,2025-10-05T14:47:48.438657
35.43012323232323,45.35188793939394,753.4543800098578,1.7921784319285519,100.0,Flat,1.0,49.0,2025-10-05T14:47:48.438657
35.43012323232323,45.35588906060606,669.568562197823,5.5691113545464725,88.0,Moderate,1.0,50.0,2025-10-05T14:47:48.438657
35.43012323232323,45.35989018181818,685.7073911287198,0.5896434928267595,100.0,Flat,1.0,51.0,2025-10-05T14:47:48.438657
35.43012323232323,45.3638913030303,673.4428272766461,2.9783402499241785,100.0,Gentle,1.0,52.0,2025-10-05T14:47:48.438657
35.43012323232323,45.36789242424243,708.1375823445928,6.315301350398043,88.0,Moderate,1.0,53.0,2025-10-05T14:47:48.438657
35.43012323232323,45.37189354545455,713.0158484599625,6.583411495514767,88.0,Moderate,1.0,54.0,2025-10-05T14:47:48.438657
35.43012323232323,45.37589466666667,690.2877640884411,4.520490759570553,100.0,Gentle,1.0,55.0,2025-10-05T14:47:48.438657
35.43012323232323,45.37989578787879,786.5541622554588,1.1082889686108444,100.0,Flat,1.0,56.0,2025-10-05T14:47:48.438657
35.43012323232323,45.38389690909091,688.0907100890499,3.7142872710762305,100.0,Gentle,1.0,57.0,2025-10-05T14:47:48.440168
35.43012323232323,45.38789803030303,766.0737238946558,2.5781266594590004,100.0,Gentle,1.0,58.0,2025-10-05T14:47:48.440168
35.43012323232323,45.391899151515155,705.5187379596468,1.5241591830842274,100.0,Flat,1.0,59.0,2025-10-05T14:47:48.440168
35.43012323232323,45.395900272727275,633.4718182311083,3.0381020403670718,100.0,Gentle,1.0,60.0,2025-10-05T14:47:48.440168
35.43012323232323,45.399901393939395,694.1661910290057,4.7862302854143834,100.0,Gentle,1.0,61.0,2025-10-05T14:47:48.440168
35.43012323232323,45.403902515151515,803.0216512191184,7.385350195360003,88.0,Moderate,1.0,62.0,2025-10-05T14:47:48.440168
35.43012323232323,45.407903636363635,706.7466481495119,2.3922121851857483,100.0,Gentle,1.0,63.0,2025-10-05T14:47:48.441191
35.43012323232323,45.411904757575755,777.7701032546543,1.5605657938015765,100.0,Flat,1.0,64.0,2025-10-05T14:47:48.441191
35.43012323232323,45.41590587878788,742.1423818064802,6.946086225637337,88.0,Moderate,1.0,65.0,2025-10-05T14:47:48.441191
35.43012323232323,45.419907,801.3400744891383,8.217399941451081,88.0,Moderate,1.0,66.0,2025-10-05T14:47:48.441191
35.43012323232323,45.42390812121212,701.6971645709765,6.389470697971205,88.0,Moderate,1.0,67.0,2025-10-05T14:47:48.441191
35.43012323232323,45.42790924242424,681.8271660102304,7.3190477343701685,88.0,Moderate,1.0,68.0,2025-10-05T14:47:48.441191
35.43012323232323,45.43191036363636,794.3559466765006,3.1264616602258206,100.0,Gentle,1.0,69.0,2025-10-05T14:47:48.441191
35.43012323232323,45.43591148484848,745.0022153606061,8.9345859228515,88.0,Moderate,1.0,70.0,2025-10-05T14:47:48.442188
35.43012323232323,45.4399126060606,761.8818323058772,2.2826304315238746,100.0,Gentle,1.0,71.0,2025-10-05T14:47:48.442188
35.43012323232323,45.44391372727273,766.6699969773586,2.73949023907055,100.0,Gentle,1.0,72.0,2025-10-05T14:47:48.442188
35.43012323232323,45.44791484848485,682.8045241613704,2.7525252199241335,100.0,Gentle,1.0,73.0,2025-10-05T14:47:48.442188
35.43012323232323,45.45191596969697,769.3385891984028,2.4540406857162314,100.0,Gentle,1.0,74.0,2025-10-05T14:47:48.442188
35.43012323232323,45.45591709090909,790.1620679199882,1.6718756830104127,100.0,Flat,1.0,75.0,2025-10-05T14:47:48.442188
35.43012323232323,45.45991821212121,799.7440595224118,7.253904946943303,88.0,Moderate,1.0,76.0,2025-10-05T14:47:48.442188
35.43012323232323,45.46391933333333,689.8461387867968,5.366332255478809,88.0,Moderate,1.0,77.0,2025-10-05T14:47:48.442188
35.43012323232323,45.46792045454546,881.5296627359402,3.5398155100381725,100.0,Gentle,1.0,78.0,2025-10-05T14:47:48.442188
35.43012323232323,45.47192157575758,782.20150458751,6.749370340188857,88.0,Moderate,1.0,79.0,2025-10-05T14:47:48.442188
35.43012323232323,45.4759226969697,793.4256076560265,4.7570722809699575,100.0,Gentle,1.0,80.0,2025-10-05T14:47:48.442188
35.43012323232323,45.47992381818182,728.46095385726,5.754051548643707,88.0,Moderate,1.0,81.0,2025-10-05T14:47:48.442188
35.43012323232323,45.48392493939394,724.0480749775379,3.0701095906453952,100.0,Gentle,1.0,82.0,2025-10-05T14:47:48.442188
35.43012323232323,45.48792606060606,762.7630540978394,3.6962555791319884,100.0,Gentle,1.0,83.0,2025-10-05T14:47:48.443183
35.43012323232323,45.491927181818184,716.8676048304873,2.7517055814839058,100.0,Gentle,1.0,84.0,2025-10-05T14:47:48.443183
35.43012323232323,45.495928303030304,802.6504192248557,8.24922550642853,88.0,Moderate,1.0,85.0,2025-10-05T14:47:48.443183
35.43012323232323,45.499929424242424,798.0406478668167,9.056031082310714,88.0,Moderate,1.0,86.0,2025-10-05T14:47:48.443183
35.43012323232323,45.503930545454544,738.5116313025919,6.391949745528491,88.0,Moderate,1.0,87.0,2025-10-05T14:47:48.443183
35.43012323232323,45.507931666666664,793.3465291037227,4.603858541821715,100.0,Gentle,1.0,88.0,2025-10-05T14:47:48.443183
35.43012323232323,45.511932787878784,721.6910238089154,2.7990109846400912,100.0,Gentle,1.0,89.0,2025-10-05T14:47:48.443183
35.43012323232323,45.51593390909091,771.2064545180206,8.948853527349199,88.0,Moderate,1.0,90.0,2025-10-05T14:47:48.443183
35.43012323232323,45.51993503030303,817.0959068778965,9.55385106758134,88.0,Moderate,1.0,91.0,2025-10-05T14:47:48.443183
35.43012323232323,45.52393615151515,773.6732330131169,2.8239084435034147,100.0,Gentle,1.0,92.0,2025-10-05T14:47:48.443183
35.43012323232323,45.52793727272727,754.9574524097493,3.5324393241525867,100.0,Gentle,1.0,93.0,2025-10-05T14:47:48.443183
35.43012323232323,45.53193839393939,810.1610490857776,5.957255431528792,88.0,Moderate,1.0,94.0,2025-10-05T14:47:48.443183
35.43012323232323,45.53593951515151,885.3869155757947,4.98510428275224,100.0,Gentle,1.0,95.0,2025-10-05T14:47:48.443183
35.43012323232323,45.53994063636364,761.0478975705091,8.347575995425993,88.0,Moderate,1.0,96.0,2025-10-05T14:47:48.443183
35.43012323232323,45.54394175757576,754.3189298951278,7.022937910902451,88.0,Moderate,1.0,97.0,2025-10-05T14:47:48.444187
35.43012323232323,45.54794287878788,761.9897675459995,5.136393902633328,88.0,Moderate,1.0,98.0,2025-10-05T14:47:48.444187
35.43012323232323,45.551944,843.8346050810737,3.2523109537395776,100.0,Gentle,1.0,99.0,2025-10-05T14:47:48.444187
35.433024464646465,45.155833,581.667178422633,2.0175218195116336,100.0,Gentle,2.0,0.0,2025-10-05T14:47:48.444187
35.433024464646465,45.15983412121212,604.9164046597473,0.0,100.0,Flat,2.0,1.0,2025-10-05T14:47:48.444187
35.433024464646465,45.16383524242424,618.460843128138,0.0,100.0,Flat,2.0,2.0,2025-10-05T14:47:48.444187
35.433024464646465,45.16783636363636,610.7672681838436,2.8553025229877704,100.0,Gentle,2.0,3.0,2025-10-05T14:47:48.444187
35.433024464646465,45.17183748484849,664.3453813544018,2.1239207116891885,100.0,Gentle,2.0,4.0,2025-10-05T14:47:48.444187
35.433024464646465,45.17583860606061,549.1663160568557,0.0,100.0,Flat,2.0,5.0,2025-10-05T14:47:48.444187
35.433024464646465,45.17983972727273,607.6391634320192,0.6239926987003004,100.0,Flat,2.0,6.0,2025-10-05T14:47:48.444187
35.433024464646465,45.18384084848485,664.3756504003508,1.4621702388897406,100.0,Flat,2.0,7.0,2025-10-05T14:47:48.444187
35.433024464646465,45.18784196969697,581.9207158341346,4.821493085200442,100.0,Gentle,2.0,8.0,2025-10-05T14:47:48.444187
35.433024464646465,45.19184309090909,636.9850130345807,0.0,100.0,Flat,2.0,9.0,2025-10-05T14:47:48.445190
35.433024464646465,45.195844212121216,663.7591303619223,4.982211827105625,100.0,Gentle,2.0,10.0,2025-10-05T14:47:48.445190
35.433024464646465,45.199845333333336,606.1680239787372,3.4323796973646514,100.0,Gentle,2.0,11.0,2025-10-05T14:47:48.445190
35.433024464646465,45.203846454545456,655.2350316371081,0.7321394662365328,100.0,Flat,2.0,12.0,2025-10-05T14:47:48.445190
35.433024464646465,45.207847575757576,588.8779483023027,3.7647451224053974,100.0,Gentle,2.0,13.0,2025-10-05T14:47:48.445190
35.433024464646465,45.211848696969696,627.4970189085699,0.0,100.0,Flat,2.0,14.0,2025-10-05T14:47:48.445190
35.433024464646465,45.215849818181816,700.6350236510998,0.0,100.0,Flat,2.0,15.0,2025-10-05T14:47:48.445190
35.433024464646465,45.21985093939394,632.917575001585,3.391457858934417,100.0,Gentle,2.0,16.0,2025-10-05T14:47:48.445190
35.433024464646465,45.22385206060606,637.2452993665447,5.8136127961051285,88.0,Moderate,2.0,17.0,2025-10-05T14:47:48.445190
35.433024464646465,45.22785318181818,650.1823213563875,3.9936905209805076,100.0,Gentle,2.0,18.0,2025-10-05T14:47:48.445190
35.433024464646465,45.2318543030303,564.704878608065,5.3072041012782645,88.0,Moderate,2.0,19.0,2025-10-05T14:47:48.445190
35.433024464646465,45.23585542424242,682.4925412351745,3.2809908079221524,100.0,Gentle,2.0,20.0,2025-10-05T14:47:48.445190
