date,lat,lon,air_temperature_2m,land_surface_temperature,heat_island_intensity
2024-06-01,35.4082,45.3544,37.67,44.98,7.3
2024-06-01,35.4082,45.3638,35.71,43.06,7.34
2024-06-01,35.4082,45.3733,39.04,46.42,7.38
2024-06-01,35.4082,45.3828,39.16,46.57,7.41
2024-06-01,35.4082,45.3923,33.89,41.32,7.44
2024-06-01,35.4082,45.4018,38.96,46.41,7.46
2024-06-01,35.4082,45.4113,38.86,46.33,7.47
2024-06-01,35.4082,45.4208,37.14,44.62,7.48
2024-06-01,35.4082,45.4303,36.36,43.85,7.48
2024-06-01,35.4082,45.4397,34.92,42.4,7.48
2024-06-01,35.4082,45.4492,34.63,42.1,7.47
2024-06-01,35.4082,45.4587,36.56,44.02,7.46
2024-06-01,35.4082,45.4682,38.38,45.81,7.43
2024-06-01,35.4082,45.4777,35.68,43.08,7.41
2024-06-01,35.4082,45.4872,35.76,43.14,7.38
2024-06-01,35.4082,45.4967,38.39,45.73,7.34
2024-06-01,35.4082,45.5062,37.64,44.95,7.3
2024-06-01,35.4082,45.5156,35.58,42.84,7.26
2024-06-01,35.4082,45.5251,40.25,47.46,7.21
2024-06-01,35.4082,45.5346,32.45,39.61,7.16
2024-06-01,35.4082,45.5441,37.57,44.67,7.1
2024-06-01,35.4082,45.5536,36.7,43.74,7.04
2024-06-01,35.4082,45.5631,38.2,45.18,6.98
2024-06-01,35.4082,45.5726,41.62,48.54,6.92
2024-06-01,35.4082,45.5821,38.51,45.36,6.85
2024-06-01,35.4082,45.5915,35.38,42.16,6.78
2024-06-01,35.4082,45.601,36.92,43.63,6.71
2024-06-01,35.4082,45.6105,36.87,43.51,6.64
2024-06-01,35.4082,45.62,35.83,42.4,6.57
2024-06-01,35.4164,45.25,33.51,40.2,6.7
2024-06-01,35.4164,45.2595,36.27,43.04,6.77
2024-06-01,35.4164,45.269,37.22,44.07,6.84
2024-06-01,35.4164,45.2785,38.15,45.06,6.91
2024-06-01,35.4164,45.2879,38.52,45.5,6.98
2024-06-01,35.4164,45.2974,39.21,46.26,7.05
2024-06-01,35.4164,45.3069,37.1,44.2,7.11
2024-06-01,35.4164,45.3164,40.21,47.38,7.17
2024-06-01,35.4164,45.3259,35.85,43.08,7.23
2024-06-01,35.4164,45.3354,38.92,46.2,7.28
2024-06-01,35.4164,45.3449,33.51,40.84,7.33
2024-06-01,35.4164,45.3544,37.61,44.99,7.38
2024-06-01,35.4164,45.3638,36.24,43.66,7.42
2024-06-01,35.4164,45.3733,39.53,46.99,7.46
2024-06-01,35.4164,45.3828,37.58,45.07,7.49
2024-06-01,35.4164,45.3923,37.87,45.39,7.52
2024-06-01,35.4164,45.4018,35.78,43.32,7.54
2024-06-01,35.4164,45.4113,38.76,46.32,7.55
2024-06-01,35.4164,45.4208,37.72,45.28,7.56
2024-06-01,35.4164,45.4303,35.47,43.03,7.56
2024-06-01,35.4164,45.4397,39.33,46.9,7.56
2024-06-01,35.4164,45.4492,38.74,46.29,7.55
2024-06-01,35.4164,45.4587,35.57,43.1,7.54
2024-06-01,35.4164,45.4682,38.48,45.99,7.51
2024-06-01,35.4164,45.4777,37.28,44.76,7.49
2024-06-01,35.4164,45.4872,39.95,47.41,7.45
2024-06-01,35.4164,45.4967,33.67,41.09,7.42
2024-06-01,35.4164,45.5062,34.2,41.57,7.37
2024-06-01,35.4164,45.5156,34.21,41.54,7.33
2024-06-01,35.4164,45.5251,37.19,44.47,7.28
2024-06-01,35.4164,45.5346,38.06,45.28,7.22
2024-06-01,35.4164,45.5441,37.16,44.32,7.17
2024-06-01,35.4164,45.5536,36.68,43.78,7.11
2024-06-01,35.4164,45.5631,40.07,47.11,7.04
2024-06-01,35.4164,45.5726,36.08,43.06,6.98
2024-06-01,35.4164,45.5821,35.13,42.04,6.91
2024-06-01,35.4164,45.5915,38.37,45.21,6.84
2024-06-01,35.4164,45.601,37.8,44.57,6.77
2024-06-01,35.4164,45.6105,42.26,48.96,6.69
2024-06-01,35.4164,45.62,34.85,41.46,6.62
2024-06-01,35.4246,45.25,36.28,43.02,6.75
2024-06-01,35.4246,45.2595,35.1,41.93,6.82
2024-06-01,35.4246,45.269,38.64,45.53,6.9
2024-06-01,35.4246,45.2785,36.35,43.32,6.97
2024-06-01,35.4246,45.2879,36.91,43.95,7.04
2024-06-01,35.4246,45.2974,34.84,41.95,7.11
2024-06-01,35.4246,45.3069,34.95,42.12,7.17
2024-06-01,35.4246,45.3164,39.1,46.34,7.23
2024-06-01,35.4246,45.3259,37.11,44.4,7.29
2024-06-01,35.4246,45.3354,34.73,42.08,7.35
2024-06-01,35.4246,45.3449,36.77,44.17,7.4
2024-06-01,35.4246,45.3544,37.78,45.23,7.45
2024-06-01,35.4246,45.3638,37.6,45.1,7.49
2024-06-01,35.4246,45.3733,37.22,44.75,7.53
2024-06-01,35.4246,45.3828,36.99,44.56,7.57
2024-06-01,35.4246,45.3923,35.2,42.8,7.59
2024-06-01,35.4246,45.4018,39.42,47.03,7.62
2024-06-01,35.4246,45.4113,39.11,46.74,7.63
2024-06-01,35.4246,45.4208,44.98,52.63,7.64
2024-06-01,35.4246,45.4303,34.46,42.11,7.65
2024-06-01,35.4246,45.4397,38.83,46.48,7.64
2024-06-01,35.4246,45.4492,38.74,46.37,7.63
2024-06-01,35.4246,45.4587,40.62,48.24,7.62
2024-06-01,35.4246,45.4682,37.57,45.16,7.59
2024-06-01,35.4246,45.4777,39.65,47.21,7.56
2024-06-01,35.4246,45.4872,39.82,47.35,7.53
2024-06-01,35.4246,45.4967,38.03,45.52,7.49
2024-06-01,35.4246,45.5062,38.76,46.21,7.45
2024-06-01,35.4246,45.5156,35.32,42.72,7.4
2024-06-01,35.4246,45.5251,36.61,43.95,7.35
2024-06-01,35.4246,45.5346,38.01,45.3,7.29
2024-06-01,35.4246,45.5441,41.0,48.23,7.23
2024-06-01,35.4246,45.5536,37.93,45.09,7.17
2024-06-01,35.4246,45.5631,36.86,43.96,7.1
2024-06-01,35.4246,45.5726,42.92,49.95,7.03
2024-06-01,35.4246,45.5821,38.68,45.64,6.96
2024-06-01,35.4246,45.5915,36.0,42.9,6.89
2024-06-01,35.4246,45.601,38.62,45.44,6.82
2024-06-01,35.4246,45.6105,36.34,43.09,6.74
2024-06-01,35.4246,45.62,35.09,41.76,6.67
2024-06-01,35.4328,45.25,37.31,44.1,6.8
2024-06-01,35.4328,45.2595,38.17,45.04,6.87
2024-06-01,35.4328,45.269,37.43,44.38,6.95
2024-06-01,35.4328,45.2785,35.46,42.48,7.02
2024-06-01,35.4328,45.2879,37.2,44.29,7.09
2024-06-01,35.4328,45.2974,39.07,46.23,7.16
2024-06-01,35.4328,45.3069,34.53,41.76,7.23
2024-06-01,35.4328,45.3164,36.57,43.87,7.29
2024-06-01,35.4328,45.3259,34.97,42.33,7.36
2024-06-01,35.4328,45.3354,37.76,45.17,7.41
2024-06-01,35.4328,45.3449,36.31,43.78,7.47
2024-06-01,35.4328,45.3544,36.42,43.94,7.52
2024-06-01,35.4328,45.3638,40.77,48.34,7.57
2024-06-01,35.4328,45.3733,34.56,42.17,7.61
2024-06-01,35.4328,45.3828,36.99,44.64,7.64
2024-06-01,35.4328,45.3923,36.21,43.88,7.67
2024-06-01,35.4328,45.4018,37.19,44.89,7.7
2024-06-01,35.4328,45.4113,35.83,43.55,7.71
2024-06-01,35.4328,45.4208,39.54,47.27,7.72
2024-06-01,35.4328,45.4303,40.53,48.26,7.73
2024-06-01,35.4328,45.4397,35.53,43.25,7.72
2024-06-01,35.4328,45.4492,34.82,42.53,7.71
2024-06-01,35.4328,45.4587,38.8,46.49,7.7
2024-06-01,35.4328,45.4682,37.58,45.26,7.67
2024-06-01,35.4328,45.4777,40.9,48.55,7.64
2024-06-01,35.4328,45.4872,35.72,43.32,7.61
2024-06-01,35.4328,45.4967,34.72,42.28,7.56
2024-06-01,35.4328,45.5062,37.95,45.47,7.52
2024-06-01,35.4328,45.5156,40.77,48.24,7.47
2024-06-01,35.4328,45.5251,37.55,44.96,7.41
2024-06-01,35.4328,45.5346,36.71,44.06,7.35
2024-06-01,35.4328,45.5441,34.87,42.16,7.29
2024-06-01,35.4328,45.5536,36.39,43.62,7.23
2024-06-01,35.4328,45.5631,36.16,43.32,7.16
2024-06-01,35.4328,45.5726,35.99,43.08,7.09
2024-06-01,35.4328,45.5821,36.51,43.53,7.02
2024-06-01,35.4328,45.5915,33.8,40.75,6.94
2024-06-01,35.4328,45.601,38.15,45.02,6.87
2024-06-01,35.4328,45.6105,37.64,44.43,6.79
2024-06-01,35.4328,45.62,35.74,42.46,6.71
2024-06-01,35.441,45.25,35.53,42.37,6.84
2024-06-01,35.441,45.2595,38.92,45.84,6.92
2024-06-01,35.441,45.269,40.75,47.75,7.0
2024-06-01,35.441,45.2785,38.39,45.46,7.07
2024-06-01,35.441,45.2879,39.93,47.08,7.15
2024-06-01,35.441,45.2974,34.9,42.12,7.22
2024-06-01,35.441,45.3069,37.24,44.53,7.29
2024-06-01,35.441,45.3164,38.42,45.78,7.36
2024-06-01,35.441,45.3259,39.69,47.11,7.42
2024-06-01,35.441,45.3354,39.98,47.46,7.48
2024-06-01,35.441,45.3449,36.3,43.84,7.54
2024-06-01,35.441,45.3544,36.73,44.32,7.59
2024-06-01,35.441,45.3638,35.49,43.13,7.64
2024-06-01,35.441,45.3733,39.4,47.09,7.68
2024-06-01,35.441,45.3828,37.6,45.32,7.72
2024-06-01,35.441,45.3923,40.11,47.86,7.75
2024-06-01,35.441,45.4018,40.33,48.1,7.78
2024-06-01,35.441,45.4113,36.66,44.46,7.8
2024-06-01,35.441,45.4208,41.37,49.18,7.81
2024-06-01,35.441,45.4303,37.2,45.02,7.81
2024-06-01,35.441,45.4397,39.77,47.58,7.81
2024-06-01,35.441,45.4492,40.14,47.94,7.79
2024-06-01,35.441,45.4587,37.01,44.79,7.78
2024-06-01,35.441,45.4682,35.69,43.44,7.75
2024-06-01,35.441,45.4777,35.42,43.14,7.72
2024-06-01,35.441,45.4872,34.3,41.98,7.68
2024-06-01,35.441,45.4967,35.95,43.59,7.64
2024-06-01,35.441,45.5062,36.63,44.22,7.59
2024-06-01,35.441,45.5156,36.94,44.48,7.53
2024-06-01,35.441,45.5251,35.45,42.92,7.48
2024-06-01,35.441,45.5346,36.45,43.86,7.42
2024-06-01,35.441,45.5441,34.55,41.9,7.35
2024-06-01,35.441,45.5536,39.75,47.03,7.28
2024-06-01,35.441,45.5631,35.91,43.13,7.21
2024-06-01,35.441,45.5726,37.66,44.8,7.14
2024-06-01,35.441,45.5821,37.33,44.4,7.07
2024-06-01,35.441,45.5915,36.83,43.82,6.99
2024-06-01,35.441,45.601,37.39,44.31,6.92
2024-06-01,35.441,45.6105,35.6,42.44,6.84
2024-06-01,35.441,45.62,38.23,44.99,6.76
2024-06-01,35.4492,45.25,34.19,41.08,6.89
2024-06-01,35.4492,45.2595,37.15,44.12,6.97
2024-06-01,35.4492,45.269,40.26,47.3,7.05
2024-06-01,35.4492,45.2785,39.05,46.17,7.12
2024-06-01,35.4492,45.2879,37.86,45.06,7.2
2024-06-01,35.4492,45.2974,35.44,42.71,7.27
2024-06-01,35.4492,45.3069,37.16,44.51,7.34
2024-06-01,35.4492,45.3164,39.56,46.97,7.41
2024-06-01,35.4492,45.3259,40.71,48.19,7.48
2024-06-01,35.4492,45.3354,36.95,44.49,7.54
2024-06-01,35.4492,45.3449,36.34,43.95,7.6
2024-06-01,35.4492,45.3544,36.26,43.92,7.66
2024-06-01,35.4492,45.3638,37.59,45.3,7.71
2024-06-01,35.4492,45.3733,38.17,45.93,7.76
2024-06-01,35.4492,45.3828,35.82,43.62,7.8
2024-06-01,35.4492,45.3923,36.31,44.14,7.83
2024-06-01,35.4492,45.4018,40.31,48.17,7.86
2024-06-01,35.4492,45.4113,40.59,48.47,7.88
2024-06-01,35.4492,45.4208,37.04,44.92,7.89
2024-06-01,35.4492,45.4303,37.76,45.65,7.89
2024-06-01,35.4492,45.4397,40.24,48.13,7.89
2024-06-01,35.4492,45.4492,40.49,48.36,7.88
2024-06-01,35.4492,45.4587,33.49,41.35,7.86
2024-06-01,35.4492,45.4682,38.26,46.08,7.83
2024-06-01,35.4492,45.4777,40.96,48.75,7.79
2024-06-01,35.4492,45.4872,39.65,47.4,7.75
2024-06-01,35.4492,45.4967,34.97,42.68,7.71
2024-06-01,35.4492,45.5062,37.09,44.74,7.66
2024-06-01,35.4492,45.5156,38.28,45.88,7.6
2024-06-01,35.4492,45.5251,36.04,43.58,7.54
2024-06-01,35.4492,45.5346,34.95,42.43,7.48
2024-06-01,35.4492,45.5441,37.59,45.0,7.41
2024-06-01,35.4492,45.5536,37.2,44.54,7.34
2024-06-01,35.4492,45.5631,36.98,44.25,7.27
2024-06-01,35.4492,45.5726,39.51,46.7,7.19
2024-06-01,35.4492,45.5821,35.45,42.57,7.12
2024-06-01,35.4492,45.5915,37.11,44.15,7.04
2024-06-01,35.4492,45.601,38.13,45.1,6.96
2024-06-01,35.4492,45.6105,36.37,43.25,6.88
2024-06-01,35.4492,45.62,42.03,48.84,6.8
2024-06-01,35.4574,45.25,39.66,46.59,6.93
2024-06-01,35.4574,45.2595,36.63,43.64,7.01
2024-06-01,35.4574,45.269,37.77,44.86,7.09
2024-06-01,35.4574,45.2785,35.91,43.08,7.17
2024-06-01,35.4574,45.2879,37.32,44.57,7.25
2024-06-01,35.4574,45.2974,37.06,44.38,7.32
2024-06-01,35.4574,45.3069,35.11,42.51,7.4
2024-06-01,35.4574,45.3164,38.12,45.59,7.47
2024-06-01,35.4574,45.3259,35.88,43.42,7.54
2024-06-01,35.4574,45.3354,35.38,42.98,7.6
2024-06-01,35.4574,45.3449,37.56,45.23,7.67
2024-06-01,35.4574,45.3544,40.58,48.31,7.73
2024-06-01,35.4574,45.3638,38.07,45.85,7.78
2024-06-01,35.4574,45.3733,37.08,44.91,7.83
2024-06-01,35.4574,45.3828,38.47,46.34,7.87
2024-06-01,35.4574,45.3923,40.46,48.37,7.91
2024-06-01,35.4574,45.4018,38.0,45.93,7.94
2024-06-01,35.4574,45.4113,40.4,48.35,7.96
2024-06-01,35.4574,45.4208,38.93,46.9,7.97
2024-06-01,35.4574,45.4303,34.61,42.58,7.97
2024-06-01,35.4574,45.4397,39.8,47.77,7.97
2024-06-01,35.4574,45.4492,39.01,46.96,7.96
2024-06-01,35.4574,45.4587,35.73,43.67,7.93
2024-06-01,35.4574,45.4682,37.98,45.89,7.91
2024-06-01,35.4574,45.4777,38.3,46.17,7.87
2024-06-01,35.4574,45.4872,36.48,44.3,7.83
2024-06-01,35.4574,45.4967,37.95,45.72,7.78
2024-06-01,35.4574,45.5062,40.96,48.68,7.72
2024-06-01,35.4574,45.5156,37.64,45.3,7.66
2024-06-01,35.4574,45.5251,40.28,47.89,7.6
2024-06-01,35.4574,45.5346,38.34,45.88,7.53
2024-06-01,35.4574,45.5441,37.79,45.25,7.47
2024-06-01,35.4574,45.5536,34.48,41.87,7.39
2024-06-01,35.4574,45.5631,38.9,46.22,7.32
2024-06-01,35.4574,45.5726,36.3,43.54,7.24
2024-06-01,35.4574,45.5821,35.65,42.82,7.17
2024-06-01,35.4574,45.5915,36.01,43.09,7.09
2024-06-01,35.4574,45.601,39.19,46.19,7.01
2024-06-01,35.4574,45.6105,41.06,47.98,6.92
2024-06-01,35.4574,45.62,38.1,44.94,6.84
2024-06-01,35.4656,45.25,35.71,42.67,6.97
2024-06-01,35.4656,45.2595,32.91,39.96,7.05
2024-06-01,35.4656,45.269,35.36,42.5,7.13
2024-06-01,35.4656,45.2785,38.5,45.72,7.21
2024-06-01,35.4656,45.2879,36.16,43.46,7.29
2024-06-01,35.4656,45.2974,35.56,42.93,7.37
2024-06-01,35.4656,45.3069,39.55,47.0,7.45
2024-06-01,35.4656,45.3164,39.71,47.23,7.52
2024-06-01,35.4656,45.3259,39.04,46.63,7.59
2024-06-01,35.4656,45.3354,34.02,41.69,7.66
2024-06-01,35.4656,45.3449,35.49,43.22,7.73
2024-06-01,35.4656,45.3544,39.64,47.43,7.79
2024-06-01,35.4656,45.3638,38.55,46.4,7.85
2024-06-01,35.4656,45.3733,39.2,47.1,7.9
2024-06-01,35.4656,45.3828,36.08,44.03,7.95
2024-06-01,35.4656,45.3923,38.4,46.38,7.98
2024-06-01,35.4656,45.4018,38.18,46.19,8.02
2024-06-01,35.4656,45.4113,37.49,45.53,8.04
2024-06-01,35.4656,45.4208,38.24,46.29,8.05
2024-06-01,35.4656,45.4303,40.56,48.62,8.06
2024-06-01,35.4656,45.4397,40.12,48.17,8.05
2024-06-01,35.4656,45.4492,35.61,43.65,8.04
2024-06-01,35.4656,45.4587,42.57,50.58,8.01
2024-06-01,35.4656,45.4682,40.31,48.29,7.98
2024-06-01,35.4656,45.4777,37.2,45.14,7.94
2024-06-01,35.4656,45.4872,39.33,47.23,7.9
2024-06-01,35.4656,45.4967,37.79,45.64,7.84
2024-06-01,35.4656,45.5062,40.16,47.95,7.79
2024-06-01,35.4656,45.5156,38.54,46.26,7.73
2024-06-01,35.4656,45.5251,38.54,46.2,7.66
2024-06-01,35.4656,45.5346,38.36,45.95,7.59
2024-06-01,35.4656,45.5441,40.27,47.79,7.52
2024-06-01,35.4656,45.5536,40.92,48.36,7.45
2024-06-01,35.4656,45.5631,40.44,47.81,7.37
2024-06-01,35.4656,45.5726,38.66,45.95,7.29
2024-06-01,35.4656,45.5821,38.6,45.81,7.21
2024-06-01,35.4656,45.5915,36.43,43.56,7.13
2024-06-01,35.4656,45.601,37.25,44.3,7.05
2024-06-01,35.4656,45.6105,41.49,48.45,6.96
2024-06-01,35.4656,45.62,36.34,43.21,6.88
2024-06-01,35.4738,45.25,36.12,43.12,7.0
2024-06-01,35.4738,45.2595,38.11,45.2,7.09
2024-06-01,35.4738,45.269,38.81,45.98,7.17
2024-06-01,35.4738,45.2785,36.08,43.34,7.26
2024-06-01,35.4738,45.2879,36.96,44.3,7.34
2024-06-01,35.4738,45.2974,38.62,46.04,7.42
2024-06-01,35.4738,45.3069,37.29,44.79,7.5
2024-06-01,35.4738,45.3164,35.23,42.81,7.57
2024-06-01,35.4738,45.3259,33.94,41.59,7.65
2024-06-01,35.4738,45.3354,36.12,43.84,7.72
2024-06-01,35.4738,45.3449,38.42,46.21,7.79
2024-06-01,35.4738,45.3544,37.82,45.68,7.85
2024-06-01,35.4738,45.3638,38.84,46.75,7.91
2024-06-01,35.4738,45.3733,36.69,44.66,7.97
2024-06-01,35.4738,45.3828,38.22,46.24,8.02
2024-06-01,35.4738,45.3923,37.24,45.3,8.06
2024-06-01,35.4738,45.4018,43.22,51.31,8.09
2024-06-01,35.4738,45.4113,38.65,46.77,8.12
2024-06-01,35.4738,45.4208,40.54,48.67,8.13
2024-06-01,35.4738,45.4303,35.83,43.97,8.14
2024-06-01,35.4738,45.4397,39.95,48.09,8.13
2024-06-01,35.4738,45.4492,38.18,46.29,8.12
2024-06-01,35.4738,45.4587,36.04,44.13,8.09
2024-06-01,35.4738,45.4682,36.89,44.95,8.06
2024-06-01,35.4738,45.4777,41.72,49.73,8.02
2024-06-01,35.4738,45.4872,43.71,51.67,7.97
2024-06-01,35.4738,45.4967,38.44,46.35,7.91
2024-06-01,35.4738,45.5062,37.6,45.45,7.85
2024-06-01,35.4738,45.5156,41.21,49.0,7.79
2024-06-01,35.4738,45.5251,36.11,43.83,7.72
2024-06-01,35.4738,45.5346,41.47,49.11,7.64
2024-06-01,35.4738,45.5441,37.14,44.71,7.57
2024-06-01,35.4738,45.5536,39.76,47.25,7.49
2024-06-01,35.4738,45.5631,38.49,45.9,7.41
2024-06-01,35.4738,45.5726,39.73,47.06,7.33
2024-06-01,35.4738,45.5821,37.2,44.45,7.25
2024-06-01,35.4738,45.5915,38.07,45.24,7.17
2024-06-01,35.4738,45.601,41.14,48.23,7.08
2024-06-01,35.4738,45.6105,37.76,44.76,7.0
2024-06-01,35.4738,45.62,35.24,42.16,6.91
2024-06-01,35.4821,45.25,35.54,42.58,7.04
2024-06-01,35.4821,45.2595,34.79,41.91,7.13
2024-06-01,35.4821,45.269,34.71,41.92,7.21
2024-06-01,35.4821,45.2785,37.69,44.99,7.3
2024-06-01,35.4821,45.2879,37.83,45.21,7.38
2024-06-01,35.4821,45.2974,38.98,46.44,7.46
2024-06-01,35.4821,45.3069,38.57,46.11,7.54
2024-06-01,35.4821,45.3164,39.93,47.55,7.62
2024-06-01,35.4821,45.3259,38.01,45.71,7.7
2024-06-01,35.4821,45.3354,36.79,44.56,7.77
2024-06-01,35.4821,45.3449,39.66,47.5,7.85
2024-06-01,35.4821,45.3544,37.67,45.58,7.91
2024-06-01,35.4821,45.3638,38.99,46.97,7.98
2024-06-01,35.4821,45.3733,39.04,47.07,8.04
2024-06-01,35.4821,45.3828,40.26,48.35,8.09
2024-06-01,35.4821,45.3923,39.43,47.56,8.13
2024-06-01,35.4821,45.4018,38.53,46.7,8.17
2024-06-01,35.4821,45.4113,38.04,46.24,8.2
2024-06-01,35.4821,45.4208,37.79,46.01,8.22
2024-06-01,35.4821,45.4303,41.67,49.89,8.22
2024-06-01,35.4821,45.4397,40.39,48.6,8.21
2024-06-01,35.4821,45.4492,36.32,44.51,8.2
2024-06-01,35.4821,45.4587,39.58,47.74,8.17
2024-06-01,35.4821,45.4682,34.12,42.25,8.13
2024-06-01,35.4821,45.4777,41.93,50.02,8.09
2024-06-01,35.4821,45.4872,39.48,47.51,8.03
2024-06-01,35.4821,45.4967,42.1,50.07,7.97
2024-06-01,35.4821,45.5062,38.5,46.41,7.91
2024-06-01,35.4821,45.5156,35.83,43.67,7.84
2024-06-01,35.4821,45.5251,38.93,46.7,7.77
2024-06-01,35.4821,45.5346,37.56,45.25,7.7
2024-06-01,35.4821,45.5441,36.49,44.11,7.62
2024-06-01,35.4821,45.5536,37.14,44.68,7.54
2024-06-01,35.4821,45.5631,39.5,46.96,7.46
2024-06-01,35.4821,45.5726,38.92,46.29,7.38
2024-06-01,35.4821,45.5821,39.5,46.79,7.29
2024-06-01,35.4821,45.5915,41.92,49.13,7.21
2024-06-01,35.4821,45.601,44.65,51.77,7.12
2024-06-01,35.4821,45.6105,37.87,44.91,7.03
2024-06-01,35.4821,45.62,38.71,45.66,6.95
2024-06-01,35.4903,45.25,38.6,45.67,7.07
2024-06-01,35.4903,45.2595,37.32,44.48,7.16
2024-06-01,35.4903,45.269,35.43,42.67,7.25
2024-06-01,35.4903,45.2785,35.62,42.95,7.33
2024-06-01,35.4903,45.2879,38.89,46.31,7.42
2024-06-01,35.4903,45.2974,41.11,48.61,7.5
2024-06-01,35.4903,45.3069,39.16,46.75,7.59
2024-06-01,35.4903,45.3164,38.57,46.24,7.67
2024-06-01,35.4903,45.3259,37.58,45.32,7.75
2024-06-01,35.4903,45.3354,39.62,47.44,7.82
2024-06-01,35.4903,45.3449,34.05,41.95,7.9
2024-06-01,35.4903,45.3544,38.7,46.67,7.97
2024-06-01,35.4903,45.3638,40.98,49.02,8.04
2024-06-01,35.4903,45.3733,38.31,46.41,8.1
2024-06-01,35.4903,45.3828,34.9,43.06,8.16
2024-06-01,35.4903,45.3923,41.49,49.7,8.21
2024-06-01,35.4903,45.4018,36.6,44.85,8.25
2024-06-01,35.4903,45.4113,37.04,45.31,8.28
2024-06-01,35.4903,45.4208,37.4,45.7,8.3
2024-06-01,35.4903,45.4303,38.0,46.3,8.3
2024-06-01,35.4903,45.4397,38.9,47.2,8.3
2024-06-01,35.4903,45.4492,37.28,45.56,8.28
2024-06-01,35.4903,45.4587,42.34,50.59,8.25
2024-06-01,35.4903,45.4682,37.41,45.61,8.2
2024-06-01,35.4903,45.4777,43.55,51.7,8.16
2024-06-01,35.4903,45.4872,34.26,42.36,8.1
2024-06-01,35.4903,45.4967,38.96,46.99,8.04
2024-06-01,35.4903,45.5062,38.81,46.78,7.97
2024-06-01,35.4903,45.5156,34.1,42.0,7.9
2024-06-01,35.4903,45.5251,39.22,47.04,7.82
2024-06-01,35.4903,45.5346,40.65,48.4,7.74
2024-06-01,35.4903,45.5441,38.73,46.39,7.66
2024-06-01,35.4903,45.5536,40.58,48.16,7.58
2024-06-01,35.4903,45.5631,41.25,48.74,7.5
2024-06-01,35.4903,45.5726,37.17,44.58,7.41
2024-06-01,35.4903,45.5821,38.68,46.0,7.33
2024-06-01,35.4903,45.5915,36.72,43.96,7.24
2024-06-01,35.4903,45.601,35.86,43.02,7.15
2024-06-01,35.4903,45.6105,36.99,44.06,7.06
2024-06-01,35.4903,45.62,35.11,42.08,6.98
2024-06-01,35.4985,45.25,36.36,43.46,7.1
2024-06-01,35.4985,45.2595,35.55,42.73,7.19
2024-06-01,35.4985,45.269,39.64,46.92,7.28
2024-06-01,35.4985,45.2785,42.13,49.5,7.36
